mode,policy,seed,shortfall_bps,completion_rate,filled_qty,avg_slippage_bps,fees_paid_x,gas_paid_x,route_concentration,mean_post_trade_gap_bps,arb_trade_count,arb_profit_x,n_steps,total_reward
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,11,216.3630,0.9997,49.9852,142.0035,296.5982,100.0000,0.5369,65.8136,5,279.5745,50,-0.021636
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,12,187.9611,0.9997,49.9852,144.6942,300.2053,100.0000,0.5007,93.3487,11,157.7045,50,-0.018796
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,13,155.6327,0.9997,49.9852,135.8609,285.1239,100.0000,0.5119,102.3619,11,328.2536,50,-0.015563
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,14,197.8230,0.9997,49.9852,161.6759,330.7878,100.0000,0.5270,75.7537,9,383.6163,50,-0.019782
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,15,227.8180,0.9997,49.9852,184.5031,369.0890,100.0000,0.5920,102.0746,8,336.6456,50,-0.022782
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,16,132.7633,0.9997,49.9852,134.1376,282.0287,100.0000,0.5093,89.4455,13,314.4359,50,-0.013276
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,17,171.6058,0.9997,49.9852,143.3768,298.7821,100.0000,0.5072,85.4193,8,393.2934,50,-0.017161
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,18,167.9417,0.9997,49.9852,141.9419,295.5472,100.0000,0.5005,97.0795,11,282.9159,50,-0.016794
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,19,174.1772,0.9997,49.9852,156.2140,320.3374,100.0000,0.5017,75.9846,6,298.9540,50,-0.017418
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,20,219.7950,0.9997,49.9852,211.2749,415.4473,100.0000,0.5300,126.7741,6,425.4820,50,-0.021979
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,21,219.7073,0.9997,49.9852,196.5198,391.2726,100.0000,0.6014,93.6110,9,273.7769,50,-0.021971
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,22,194.6493,0.9997,49.9852,195.8482,388.8286,100.0000,0.5552,99.3059,9,435.3351,50,-0.019465
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,23,124.7645,0.9997,49.9852,136.6830,286.2219,100.0000,0.5622,84.5232,8,271.5492,50,-0.012476
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,24,224.3833,0.9997,49.9852,231.4519,450.8100,100.0000,0.5457,124.3103,5,517.8611,50,-0.022438
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,25,174.0517,0.9997,49.9852,123.7254,265.0379,100.0000,0.5078,78.4851,10,237.8227,50,-0.017405
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,26,174.2414,0.9997,49.9852,164.7896,334.5291,100.0000,0.5362,97.9176,11,262.3085,50,-0.017424
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,27,161.1546,0.9997,49.9852,152.8033,314.3060,100.0000,0.5001,114.0760,11,325.6155,50,-0.016115
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,28,228.3756,0.9997,49.9852,224.7652,438.4610,100.0000,0.5422,127.9000,13,345.0590,50,-0.022838
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,29,190.8454,0.9997,49.9852,174.8760,352.2979,100.0000,0.5445,92.2257,11,287.8235,50,-0.019085
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,30,228.9498,0.9997,49.9852,232.0853,451.2943,100.0000,0.5903,139.5062,8,503.1030,50,-0.022895
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,31,98.5179,0.9997,49.9852,119.8643,257.5018,100.0000,0.5058,79.9968,10,238.6310,50,-0.009852
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,32,174.7738,0.9997,49.9852,196.7512,389.7444,100.0000,0.5044,108.8691,7,443.3255,50,-0.017477
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,33,147.0718,0.9997,49.9852,161.2902,328.6695,100.0000,0.5046,97.8822,10,445.1412,50,-0.014707
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,34,125.3307,0.9997,49.9852,153.0164,314.2051,100.0000,0.5271,107.9730,10,396.7128,50,-0.012533
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,35,175.0704,0.9997,49.9852,118.6021,255.8734,100.0000,0.5060,73.0531,13,120.5681,50,-0.017507
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,36,156.7651,0.9997,49.9852,100.2824,224.8517,100.0000,0.5213,54.7857,8,180.9083,50,-0.015677
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,37,167.5352,0.9997,49.9852,121.4993,260.9488,100.0000,0.5011,69.2919,6,229.3957,50,-0.016754
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,38,218.4356,0.9997,49.9852,209.9938,412.7965,100.0000,0.5132,123.4820,5,456.1717,50,-0.021844
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,39,224.8655,0.9997,49.9852,214.4033,420.9566,100.0000,0.5037,117.2708,7,543.9735,50,-0.022487
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,40,139.1688,0.9997,49.9852,155.0221,317.9968,100.0000,0.5056,81.1343,7,266.1065,50,-0.013917
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,41,215.9108,0.9997,49.9852,162.2064,330.6265,100.0000,0.5220,100.3472,10,319.1315,50,-0.021591
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,42,136.4178,0.9997,49.9852,129.7328,274.7077,100.0000,0.5313,86.9202,11,199.3017,50,-0.013642
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,43,257.9600,0.9997,49.9852,264.8950,510.1206,100.0000,0.5091,131.6138,10,825.6633,50,-0.025796
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,44,171.1042,0.9997,49.9852,132.0067,278.6592,100.0000,0.5021,79.3729,10,210.0303,50,-0.017110
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,45,88.8634,0.9997,49.9852,121.0118,259.6772,100.0000,0.5028,79.8686,12,292.8290,50,-0.008886
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,46,254.0525,0.9997,49.9852,264.2685,508.8941,100.0000,0.5007,135.4544,8,583.1914,50,-0.025405
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,47,196.0734,0.9997,49.9852,184.7627,370.1203,100.0000,0.5124,81.1355,3,428.2070,50,-0.019607
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,48,142.9470,0.9997,49.9852,131.6260,278.0719,100.0000,0.5031,62.8730,8,317.4113,50,-0.014295
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,49,150.6009,0.9997,49.9852,92.5403,211.7811,100.0000,0.5239,47.4938,7,139.7172,50,-0.015060
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,0,121.8204,0.9997,49.9852,99.2104,223.1611,100.0000,0.5026,56.8303,11,176.3453,50,-0.012182
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,1,133.8392,0.9997,49.9852,94.4155,214.4575,100.0000,0.5010,64.8515,14,109.4032,50,-0.013384
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,2,100.4880,0.9997,49.9852,122.3861,262.2656,100.0000,0.5590,57.5161,10,268.4736,50,-0.010049
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,3,105.4719,0.9997,49.9852,92.8403,211.8015,100.0000,0.5076,56.0672,10,81.3037,50,-0.010547
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,4,136.7720,0.9997,49.9852,90.1903,207.4731,100.0000,0.5000,63.4334,14,114.2071,50,-0.013677
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,5,126.2394,0.9997,49.9852,87.7996,203.6211,100.0000,0.5436,55.7865,13,149.0831,50,-0.012624
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,6,153.9245,0.9997,49.9852,94.4158,215.4252,100.0000,0.5056,60.6156,11,122.4678,50,-0.015392
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,7,87.8566,0.9997,49.9852,108.7368,238.5485,100.0000,0.5014,68.6389,10,180.9501,50,-0.008786
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,8,99.3362,0.9997,49.9852,101.0959,225.9264,100.0000,0.5046,62.3826,13,217.1367,50,-0.009934
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,9,155.1515,0.9997,49.9852,99.3440,223.2603,100.0000,0.5336,52.1847,9,130.7578,50,-0.015515
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,10,88.8583,0.9997,49.9852,111.0761,242.9981,100.0000,0.5052,64.2446,13,216.9036,50,-0.008886
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,11,188.6105,0.9997,49.9852,114.2428,248.9170,100.0000,0.6015,58.9153,7,198.2495,50,-0.018861
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,12,141.9069,0.9997,49.9852,98.6264,221.8010,100.0000,0.5694,60.3290,13,91.2003,50,-0.014191
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,13,128.6989,0.9997,49.9852,108.9191,239.2640,100.0000,0.5211,69.7390,15,228.9089,50,-0.012870
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,14,128.8107,0.9997,49.9852,92.6431,211.7982,100.0000,0.5020,53.0133,12,138.4979,50,-0.012881
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,15,135.1218,0.9997,49.9852,91.7794,210.3197,100.0000,0.5026,53.8052,12,161.1944,50,-0.013512
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,16,100.7398,0.9997,49.9852,102.1046,227.4036,100.0000,0.5470,71.6614,19,168.7235,50,-0.010074
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,17,119.0118,0.9997,49.9852,90.7673,208.4266,100.0000,0.5072,58.7364,15,146.4086,50,-0.011901
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,18,124.9608,0.9997,49.9852,98.9483,222.1823,100.0000,0.5203,64.0322,14,184.3881,50,-0.012496
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,19,100.1064,0.9997,49.9852,82.1214,194.0118,100.0000,0.5327,58.5960,11,102.3500,50,-0.010011
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,20,105.9830,0.9997,49.9852,97.4293,219.4429,100.0000,0.5000,55.5326,13,125.4243,50,-0.010598
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,21,117.0971,0.9997,49.9852,93.8792,214.3386,100.0000,0.5444,56.7363,11,140.7820,50,-0.011710
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,22,104.2492,0.9997,49.9852,105.4214,233.0468,100.0000,0.5368,62.7955,14,164.3280,50,-0.010425
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,23,106.5768,0.9997,49.9852,118.4900,255.2814,100.0000,0.5001,69.3615,11,200.0620,50,-0.010658
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,24,123.7125,0.9997,49.9852,130.7512,276.8866,100.0000,0.5975,67.0997,11,278.3857,50,-0.012371
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,25,145.0042,0.9997,49.9852,94.6693,215.2393,100.0000,0.5053,61.3927,13,128.9446,50,-0.014500
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,26,134.0432,0.9997,49.9852,124.5795,266.0326,100.0000,0.5411,65.8257,15,205.1748,50,-0.013404
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,27,103.6198,0.9997,49.9852,95.2515,215.9056,100.0000,0.5128,63.2291,16,175.6231,50,-0.010362
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,28,109.5948,0.9997,49.9852,105.9493,234.1349,100.0000,0.5140,59.9542,16,195.8984,50,-0.010959
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,29,147.6404,0.9997,49.9852,131.6581,278.0866,100.0000,0.5092,69.2860,13,194.0874,50,-0.014764
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,30,119.3405,0.9997,49.9852,122.4436,262.2682,100.0000,0.5658,64.8704,14,189.1982,50,-0.011934
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,31,76.0531,0.9997,49.9852,97.3928,219.9900,100.0000,0.5133,59.0304,15,155.6708,50,-0.007605
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,32,73.2189,0.9997,49.9852,95.1662,215.4698,100.0000,0.5016,56.9187,13,143.9239,50,-0.007322
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,33,101.1286,0.9997,49.9852,115.3334,249.7509,100.0000,0.5089,69.6349,15,215.1268,50,-0.010113
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,34,73.4207,0.9997,49.9852,101.0911,225.5362,100.0000,0.5085,64.4411,18,198.9879,50,-0.007342
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,35,159.4120,0.9997,49.9852,102.9391,229.1678,100.0000,0.5003,64.4138,14,107.9187,50,-0.015941
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,36,138.8253,0.9997,49.9852,82.3373,194.3201,100.0000,0.5085,53.0378,12,97.3235,50,-0.013883
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,37,137.7013,0.9997,49.9852,91.6565,210.0860,100.0000,0.5274,54.0207,9,127.4831,50,-0.013770
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,38,116.4417,0.9997,49.9852,107.9698,237.4458,100.0000,0.5654,64.9649,12,148.2240,50,-0.011644
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,39,102.7006,0.9997,49.9852,92.2022,210.7369,100.0000,0.5083,57.3528,18,95.9823,50,-0.010270
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,40,77.1767,0.9997,49.9852,93.0117,212.0090,100.0000,0.5050,53.1790,10,139.1201,50,-0.007718
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,41,151.9176,0.9997,49.9852,98.1943,221.1597,100.0000,0.5181,61.5070,16,136.2363,50,-0.015192
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,42,95.9906,0.9997,49.9852,89.2936,205.7839,100.0000,0.5019,58.3979,14,131.1725,50,-0.009599
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,43,102.1043,0.9997,49.9852,108.9932,239.1732,100.0000,0.5164,68.3578,18,244.5818,50,-0.010210
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,44,165.2493,0.9997,49.9852,126.1501,268.8341,100.0000,0.5001,78.4668,13,193.8083,50,-0.016525
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,45,75.3975,0.9997,49.9852,107.5419,236.8472,100.0000,0.5185,56.5044,16,221.8663,50,-0.007540
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,46,92.4609,0.9997,49.9852,102.6290,228.2550,100.0000,0.5040,64.7822,14,153.9183,50,-0.009246
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,47,114.2237,0.9997,49.9852,102.8887,228.9810,100.0000,0.5010,54.1406,8,129.0394,50,-0.011422
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,48,106.3196,0.9997,49.9852,94.9878,215.4023,100.0000,0.5004,57.7542,15,141.5243,50,-0.010632
DynamicDuopoly,twap|sigma=1|arb_speed=0.5,49,134.5451,0.9997,49.9852,76.4797,184.4237,100.0000,0.5012,46.2759,10,72.3095,50,-0.013455
DynamicDuopoly,twap|sigma=1|arb_speed=1,0,102.8384,0.9997,49.9852,80.2228,190.9234,100.0000,0.5160,43.9852,15,142.9483,50,-0.010284
DynamicDuopoly,twap|sigma=1|arb_speed=1,1,131.9676,0.9997,49.9852,92.5434,211.5297,100.0000,0.5006,53.8738,14,111.5573,50,-0.013197
DynamicDuopoly,twap|sigma=1|arb_speed=1,2,73.1136,0.9997,49.9852,95.0036,215.3659,100.0000,0.5069,54.8435,14,104.9445,50,-0.007311
DynamicDuopoly,twap|sigma=1|arb_speed=1,3,93.7887,0.9997,49.9852,81.1536,192.4398,100.0000,0.5656,44.3213,12,71.9559,50,-0.009379
DynamicDuopoly,twap|sigma=1|arb_speed=1,4,136.9893,0.9997,49.9852,90.4077,208.0444,100.0000,0.5022,44.5966,15,97.3040,50,-0.013699
DynamicDuopoly,twap|sigma=1|arb_speed=1,5,124.3583,0.9997,49.9852,85.9180,200.5935,100.0000,0.5302,48.6154,19,133.0121,50,-0.012436
DynamicDuopoly,twap|sigma=1|arb_speed=1,6,138.6901,0.9997,49.9852,79.1769,189.4697,100.0000,0.5006,50.1144,15,79.9698,50,-0.013869
DynamicDuopoly,twap|sigma=1|arb_speed=1,7,75.4045,0.9997,49.9852,96.2811,217.5519,100.0000,0.5000,51.5432,13,124.6034,50,-0.007540
DynamicDuopoly,twap|sigma=1|arb_speed=1,8,82.4733,0.9997,49.9852,84.2280,197.4471,100.0000,0.5006,49.7698,21,133.1656,50,-0.008247
DynamicDuopoly,twap|sigma=1|arb_speed=1,9,140.9166,0.9997,49.9852,85.1049,199.3648,100.0000,0.5009,49.6714,14,79.3741,50,-0.014092
DynamicDuopoly,twap|sigma=1|arb_speed=1,10,65.3157,0.9997,49.9852,87.5265,202.8414,100.0000,0.5239,50.5021,15,79.1039,50,-0.006532
DynamicDuopoly,twap|sigma=1|arb_speed=1,11,150.4045,0.9997,49.9852,76.0255,184.0190,100.0000,0.5517,38.5693,9,110.5765,50,-0.015040
DynamicDuopoly,twap|sigma=1|arb_speed=1,12,130.9808,0.9997,49.9852,87.6970,203.3894,100.0000,0.5011,49.4824,15,66.5454,50,-0.013098
DynamicDuopoly,twap|sigma=1|arb_speed=1,13,113.8626,0.9997,49.9852,94.0784,214.0147,100.0000,0.5023,53.0158,19,133.7538,50,-0.011386
DynamicDuopoly,twap|sigma=1|arb_speed=1,14,118.1900,0.9997,49.9852,82.0193,193.7579,100.0000,0.5000,49.0074,16,63.8098,50,-0.011819
DynamicDuopoly,twap|sigma=1|arb_speed=1,15,126.3280,0.9997,49.9852,82.9830,195.5513,100.0000,0.5000,47.1826,12,142.5619,50,-0.012633
DynamicDuopoly,twap|sigma=1|arb_speed=1,16,89.0028,0.9997,49.9852,90.3641,207.5989,100.0000,0.5081,57.4830,23,96.2718,50,-0.008900
DynamicDuopoly,twap|sigma=1|arb_speed=1,17,116.6874,0.9997,49.9852,88.4422,204.5315,100.0000,0.5146,52.6162,17,98.1776,50,-0.011669
DynamicDuopoly,twap|sigma=1|arb_speed=1,18,112.9642,0.9997,49.9852,86.9481,201.8697,100.0000,0.5003,60.8319,18,83.8579,50,-0.011296
DynamicDuopoly,twap|sigma=1|arb_speed=1,19,101.7123,0.9997,49.9852,83.7277,196.8728,100.0000,0.5045,46.2878,15,94.3129,50,-0.010171
DynamicDuopoly,twap|sigma=1|arb_speed=1,20,99.7105,0.9997,49.9852,91.1549,209.0768,100.0000,0.5065,49.0598,14,101.0522,50,-0.009971
DynamicDuopoly,twap|sigma=1|arb_speed=1,21,108.8077,0.9997,49.9852,85.5874,199.8700,100.0000,0.5054,49.5697,14,70.9745,50,-0.010881
DynamicDuopoly,twap|sigma=1|arb_speed=1,22,91.1641,0.9997,49.9852,92.3324,211.0583,100.0000,0.5000,46.6659,15,145.3656,50,-0.009116
DynamicDuopoly,twap|sigma=1|arb_speed=1,23,73.5288,0.9997,49.9852,85.4321,199.1597,100.0000,0.5069,47.0761,16,89.2328,50,-0.007353
DynamicDuopoly,twap|sigma=1|arb_speed=1,24,80.7324,0.9997,49.9852,87.7584,203.3276,100.0000,0.5040,49.8163,16,80.3090,50,-0.008073
DynamicDuopoly,twap|sigma=1|arb_speed=1,25,132.4098,0.9997,49.9852,82.0711,194.0762,100.0000,0.5031,46.2130,16,98.6022,50,-0.013241
DynamicDuopoly,twap|sigma=1|arb_speed=1,26,96.9932,0.9997,49.9852,87.5185,202.8949,100.0000,0.5166,54.5408,17,106.1025,50,-0.009699
DynamicDuopoly,twap|sigma=1|arb_speed=1,27,90.4322,0.9997,49.9852,82.0600,193.6132,100.0000,0.5359,52.3873,18,126.5880,50,-0.009043
DynamicDuopoly,twap|sigma=1|arb_speed=1,28,93.3136,0.9997,49.9852,89.6633,206.4936,100.0000,0.5275,55.0133,21,107.5183,50,-0.009331
DynamicDuopoly,twap|sigma=1|arb_speed=1,29,107.1633,0.9997,49.9852,91.1691,209.1021,100.0000,0.5150,50.9494,17,90.6995,50,-0.010716
DynamicDuopoly,twap|sigma=1|arb_speed=1,30,87.2825,0.9997,49.9852,90.3762,207.6371,100.0000,0.5010,43.9517,18,106.6322,50,-0.008728
DynamicDuopoly,twap|sigma=1|arb_speed=1,31,69.3986,0.9997,49.9852,90.7364,208.1702,100.0000,0.5023,50.0319,17,111.0521,50,-0.006940
DynamicDuopoly,twap|sigma=1|arb_speed=1,32,74.9289,0.9997,49.9852,96.8768,218.5622,100.0000,0.5016,48.7524,15,117.7336,50,-0.007493
DynamicDuopoly,twap|sigma=1|arb_speed=1,33,84.7013,0.9997,49.9852,98.9012,222.0573,100.0000,0.5271,51.2079,19,126.9403,50,-0.008470
DynamicDuopoly,twap|sigma=1|arb_speed=1,34,71.6575,0.9997,49.9852,99.3273,222.6891,100.0000,0.5265,47.7730,21,145.5224,50,-0.007166
DynamicDuopoly,twap|sigma=1|arb_speed=1,35,146.5145,0.9997,49.9852,90.0378,207.3354,100.0000,0.5001,48.5901,15,89.9418,50,-0.014651
DynamicDuopoly,twap|sigma=1|arb_speed=1,36,134.9735,0.9997,49.9852,78.4844,187.8119,100.0000,0.5002,49.8556,13,70.4601,50,-0.013497
DynamicDuopoly,twap|sigma=1|arb_speed=1,37,120.7895,0.9997,49.9852,74.7397,181.5512,100.0000,0.5000,50.4875,13,71.9002,50,-0.012079
DynamicDuopoly,twap|sigma=1|arb_speed=1,38,92.2033,0.9997,49.9852,83.7242,196.4547,100.0000,0.5096,47.3871,15,83.3888,50,-0.009220
DynamicDuopoly,twap|sigma=1|arb_speed=1,39,97.1395,0.9997,49.9852,86.6395,201.4482,100.0000,0.5121,52.9216,20,78.3253,50,-0.009714
DynamicDuopoly,twap|sigma=1|arb_speed=1,40,70.1196,0.9997,49.9852,85.9524,200.2165,100.0000,0.5210,43.1053,13,88.7404,50,-0.007012
DynamicDuopoly,twap|sigma=1|arb_speed=1,41,135.4963,0.9997,49.9852,81.7681,193.4357,100.0000,0.5033,42.9437,17,103.9076,50,-0.013550
DynamicDuopoly,twap|sigma=1|arb_speed=1,42,98.0351,0.9997,49.9852,91.3387,209.3071,100.0000,0.5047,47.9012,17,104.4645,50,-0.009804
DynamicDuopoly,twap|sigma=1|arb_speed=1,43,90.2665,0.9997,49.9852,97.1518,219.0778,100.0000,0.5089,56.6301,21,177.5321,50,-0.009027
DynamicDuopoly,twap|sigma=1|arb_speed=1,44,123.7899,0.9997,49.9852,84.6784,198.2487,100.0000,0.5047,51.4812,19,101.4334,50,-0.012379
DynamicDuopoly,twap|sigma=1|arb_speed=1,45,56.5205,0.9997,49.9852,88.6593,204.6083,100.0000,0.5005,50.9326,18,128.9130,50,-0.005652
DynamicDuopoly,twap|sigma=1|arb_speed=1,46,82.1465,0.9997,49.9852,92.3116,210.9863,100.0000,0.5022,55.0049,17,83.5694,50,-0.008215
DynamicDuopoly,twap|sigma=1|arb_speed=1,47,94.4335,0.9997,49.9852,83.0927,195.6068,100.0000,0.5014,45.6377,12,85.1838,50,-0.009443
DynamicDuopoly,twap|sigma=1|arb_speed=1,48,96.1871,0.9997,49.9852,84.8522,198.4080,100.0000,0.5107,45.6266,16,115.0507,50,-0.009619
DynamicDuopoly,twap|sigma=1|arb_speed=1,49,131.6781,0.9997,49.9852,73.6118,179.6398,100.0000,0.5036,38.1046,10,57.8843,50,-0.013168
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,0,210.9769,0.9997,49.9852,185.9155,375.9358,100.0000,0.5060,105.5231,7,519.9804,50,-0.021098
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,1,187.1623,0.9997,49.9852,128.4536,273.2490,100.0000,0.5004,101.5227,10,299.7071,50,-0.018716
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,2,141.4651,0.9997,49.9852,205.2569,406.3937,100.0000,0.5091,90.4954,9,694.8827,50,-0.014147
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,3,194.7806,0.9997,49.9852,189.6192,382.0138,100.0000,0.5000,113.0275,9,310.0314,50,-0.019478
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,4,227.9680,0.9997,49.9852,154.8957,318.7858,100.0000,0.5115,103.3950,6,247.9744,50,-0.022797
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,5,182.1696,0.9997,49.9852,125.3818,267.5697,100.0000,0.5022,89.9205,10,257.7244,50,-0.018217
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,6,273.1722,0.9997,49.9852,174.0874,352.9347,100.0000,0.5331,102.6763,9,262.2605,50,-0.027317
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,7,237.6872,0.9997,49.9852,299.4591,572.2172,100.0000,0.5658,151.6875,8,1130.7460,50,-0.023769
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,8,120.3757,0.9997,49.9852,143.8786,299.1757,100.0000,0.5004,101.9077,11,392.9684,50,-0.012038
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,9,188.7052,0.9997,49.9852,96.9904,220.8041,100.0000,0.5253,78.7902,8,139.3322,50,-0.018871
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,10,118.1380,0.9997,49.9852,182.5343,365.9073,100.0000,0.5049,110.0200,11,460.5708,50,-0.011814
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,11,234.2008,0.9997,49.9852,104.9709,237.3514,100.0000,0.5274,68.1184,4,183.1514,50,-0.023420
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,12,213.5940,0.9997,49.9852,147.1169,304.6773,100.0000,0.5284,98.3815,13,226.3666,50,-0.021359
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,13,146.8293,0.9997,49.9852,127.4305,271.2328,100.0000,0.5025,98.2563,11,426.4445,50,-0.014683
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,14,191.7662,0.9997,49.9852,139.5664,298.1975,100.0000,0.5524,78.9728,10,430.7763,50,-0.019177
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,15,234.9015,0.9997,49.9852,168.2009,343.0945,100.0000,0.5449,95.4530,9,274.4313,50,-0.023490
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,16,118.3021,0.9997,49.9852,141.1297,294.1064,100.0000,0.5004,99.2985,13,471.0183,50,-0.011830
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,17,162.9504,0.9997,49.9852,126.6367,271.0941,100.0000,0.5100,85.0444,11,456.6152,50,-0.016295
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,18,171.7930,0.9997,49.9852,139.9549,292.2402,100.0000,0.5006,99.0518,9,289.3264,50,-0.017179
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,19,174.6158,0.9997,49.9852,158.7869,327.2994,100.0000,0.5144,97.8708,7,364.1397,50,-0.017462
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,20,210.0785,0.9997,49.9852,213.1521,419.1474,100.0000,0.5425,132.1838,7,544.3258,50,-0.021008
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,21,230.3301,0.9997,49.9852,204.0675,405.5374,100.0000,0.6367,99.8482,13,269.2661,50,-0.023033
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,22,181.5254,0.9997,49.9852,204.0068,403.9021,100.0000,0.5200,98.5532,8,577.7805,50,-0.018153
