gap_bucket,vol_bucket,flow_bucket,volume_bucket,prev_fee_bucket,action_fee_bps,value_estimate,visit_count
1,0,2,2,2,20,0.040675,244
1,0,2,2,2,30,0.040676,248
1,0,2,2,3,3,0.040737,163
1,0,2,2,3,6,0.041169,1308
1,0,2,2,3,10,0.040389,176
1,0,2,2,3,20,0.040052,168
1,0,2,2,3,30,0.040476,194
1,0,2,2,4,3,0.041162,1002
1,0,2,2,4,6,0.040548,151
1,0,2,2,4,10,0.040311,184
1,0,2,2,4,20,0.040177,155
1,0,2,2,4,30,0.040327,185
1,0,3,0,0,3,0.004080,4
1,0,3,0,0,6,0.029442,89
1,0,3,0,0,10,0.001971,8
1,0,3,0,0,20,0.000980,9
1,0,3,0,0,30,0.000615,6
1,0,3,0,1,3,0.020461,18
1,0,3,0,1,6,0.001309,2
1,0,3,0,1,10,0.000000,0
1,0,3,0,1,20,0.000122,1
1,0,3,0,1,30,0.000207,3
1,0,3,0,2,3,0.009694,9
1,0,3,0,2,6,0.000000,0
1,0,3,0,2,10,0.000017,2
1,0,3,0,2,20,0.000000,1
1,0,3,0,2,30,0.000000,0
1,0,3,0,3,3,0.000000,0
1,0,3,0,3,6,0.000746,4
1,0,3,0,3,10,0.000000,0
1,0,3,0,3,20,0.000209,1
1,0,3,0,3,30,0.000001,2
1,0,3,0,4,3,0.002564,3
1,0,3,0,4,6,0.000000,0
1,0,3,0,4,10,0.001515,4
1,0,3,0,4,20,0.000000,0
1,0,3,0,4,30,0.000000,0
1,0,3,1,0,3,0.033009,45
1,0,3,1,0,6,0.004864,4
1,0,3,1,0,10,0.000024,3
1,0,3,1,0,20,0.000985,4
1,0,3,1,0,30,0.000488,5
1,0,3,1,1,3,0.003968,2
