scenario,policy,seed,delta_hedged_pnl,delta_fee_revenue,delta_lvr,delta_volume,delta_normal_hedged_pnl,delta_toxic_hedged_pnl
campbell_rl_normal,fixed_10bps,5139,-0.2255,-0.2206,0.0049,-569.8975,-0.2255,0.0000
campbell_rl_normal,fixed_10bps,5140,-0.2122,-0.2074,0.0048,-554.9987,-0.2122,0.0000
campbell_rl_normal,fixed_10bps,5141,-0.2214,-0.2234,-0.0020,-561.9316,-0.2214,0.0000
campbell_rl_normal,fixed_10bps,5142,-0.2192,-0.2309,-0.0117,-560.2924,-0.2192,0.0000
campbell_rl_normal,fixed_10bps,5143,-0.2143,-0.2134,0.0009,-556.8670,-0.2143,0.0000
campbell_rl_normal,fixed_10bps,5144,-0.2117,-0.2144,-0.0027,-552.8079,-0.2117,0.0000
campbell_rl_normal,fixed_10bps,5145,-0.2234,-0.2286,-0.0052,-556.7996,-0.2234,0.0000
campbell_rl_normal,fixed_10bps,5146,-0.2306,-0.2269,0.0037,-568.7263,-0.2306,0.0000
campbell_rl_normal,fixed_10bps,5147,-0.2282,-0.2252,0.0029,-571.7915,-0.2282,0.0000
campbell_rl_normal,fixed_10bps,5148,-0.2153,-0.2057,0.0096,-551.8407,-0.2153,0.0000
campbell_rl_normal,fixed_10bps,5149,-0.2094,-0.1958,0.0137,-552.1441,-0.2094,0.0000
campbell_rl_normal,fixed_10bps,5150,-0.2164,-0.2158,0.0006,-561.8959,-0.2164,0.0000
campbell_rl_normal,fixed_10bps,5151,-0.2172,-0.2024,0.0148,-547.1833,-0.2172,0.0000
campbell_rl_normal,fixed_10bps,5152,-0.2270,-0.2285,-0.0015,-569.0266,-0.2270,0.0000
campbell_rl_normal,fixed_10bps,5153,-0.2152,-0.2232,-0.0081,-546.8360,-0.2152,0.0000
campbell_rl_normal,fixed_10bps,5154,-0.2167,-0.2154,0.0012,-555.3529,-0.2167,0.0000
campbell_rl_normal,fixed_10bps,5155,-0.2246,-0.2267,-0.0020,-560.9918,-0.2246,0.0000
campbell_rl_normal,fixed_10bps,5156,-0.2287,-0.2275,0.0011,-571.6399,-0.2287,0.0000
campbell_rl_normal,fixed_10bps,5157,-0.2340,-0.2412,-0.0072,-569.7300,-0.2340,0.0000
campbell_rl_normal,fixed_10bps,5158,-0.2184,-0.2273,-0.0089,-556.1505,-0.2184,0.0000
campbell_rl_normal,fixed_10bps,5159,-0.2244,-0.2146,0.0098,-561.8794,-0.2244,0.0000
campbell_rl_normal,fixed_10bps,5160,-0.2344,-0.2403,-0.0059,-570.3982,-0.2344,0.0000
campbell_rl_normal,fixed_10bps,5161,-0.2174,-0.2104,0.0071,-560.6450,-0.2174,0.0000
campbell_rl_normal,fixed_10bps,5162,-0.2239,-0.2240,-0.0001,-558.4923,-0.2239,0.0000
campbell_rl_normal,fixed_10bps,5163,-0.2246,-0.2294,-0.0048,-564.8129,-0.2246,0.0000
campbell_rl_normal,fixed_10bps,5164,-0.2187,-0.2227,-0.0040,-562.7553,-0.2187,0.0000
campbell_rl_normal,fixed_10bps,5165,-0.2212,-0.2167,0.0046,-560.9762,-0.2212,0.0000
campbell_rl_normal,fixed_10bps,5166,-0.2239,-0.2297,-0.0058,-561.0780,-0.2239,0.0000
campbell_rl_normal,fixed_10bps,5167,-0.2245,-0.2277,-0.0031,-560.7094,-0.2245,0.0000
campbell_rl_normal,fixed_10bps,5168,-0.2159,-0.2049,0.0110,-550.8652,-0.2159,0.0000
campbell_rl_normal,fixed_10bps,5169,-0.2257,-0.2208,0.0049,-562.0559,-0.2257,0.0000
campbell_rl_normal,fixed_10bps,5170,-0.2174,-0.2258,-0.0084,-555.8906,-0.2174,0.0000
campbell_rl_normal,fixed_10bps,5171,-0.2116,-0.2055,0.0061,-554.2779,-0.2116,0.0000
campbell_rl_normal,fixed_10bps,5172,-0.2178,-0.2164,0.0015,-556.0779,-0.2178,0.0000
campbell_rl_normal,fixed_10bps,5173,-0.2148,-0.2137,0.0010,-547.8928,-0.2148,0.0000
campbell_rl_normal,fixed_10bps,5174,-0.2119,-0.2155,-0.0035,-556.3827,-0.2119,0.0000
campbell_rl_normal,fixed_10bps,5175,-0.2132,-0.2067,0.0065,-557.8645,-0.2132,0.0000
campbell_rl_normal,fixed_10bps,5176,-0.2103,-0.2099,0.0003,-556.3674,-0.2103,0.0000
campbell_rl_normal,fixed_10bps,5177,-0.2366,-0.2315,0.0051,-571.1399,-0.2366,0.0000
campbell_rl_normal,fixed_10bps,5178,-0.2166,-0.2179,-0.0013,-560.3300,-0.2166,0.0000
campbell_rl_normal,fixed_10bps,5179,-0.2237,-0.2247,-0.0010,-562.8707,-0.2237,0.0000
campbell_rl_normal,fixed_10bps,5180,-0.2216,-0.2238,-0.0022,-559.2559,-0.2216,0.0000
campbell_rl_normal,fixed_10bps,5181,-0.2139,-0.2227,-0.0088,-561.1580,-0.2139,0.0000
campbell_rl_normal,fixed_10bps,5182,-0.2257,-0.2241,0.0017,-578.5310,-0.2257,0.0000
campbell_rl_normal,fixed_10bps,5183,-0.2230,-0.2171,0.0059,-554.2575,-0.2230,0.0000
campbell_rl_normal,fixed_10bps,5184,-0.2049,-0.1919,0.0130,-550.4280,-0.2049,0.0000
campbell_rl_normal,fixed_10bps,5185,-0.2308,-0.2310,-0.0002,-575.0924,-0.2308,0.0000
campbell_rl_normal,fixed_10bps,5186,-0.2285,-0.2329,-0.0044,-564.1776,-0.2285,0.0000
campbell_rl_normal,fixed_10bps,5187,-0.2075,-0.2006,0.0069,-548.1949,-0.2075,0.0000
campbell_rl_normal,fixed_10bps,5188,-0.2246,-0.2205,0.0041,-568.1385,-0.2246,0.0000
campbell_rl_normal,fixed_10bps,5189,-0.2057,-0.2100,-0.0043,-540.7152,-0.2057,0.0000
campbell_rl_normal,fixed_10bps,5190,-0.2207,-0.2166,0.0041,-557.5247,-0.2207,0.0000
campbell_rl_normal,fixed_10bps,5191,-0.2155,-0.2165,-0.0010,-552.0433,-0.2155,0.0000
campbell_rl_normal,fixed_10bps,5192,-0.2261,-0.2308,-0.0047,-563.4424,-0.2261,0.0000
campbell_rl_normal,fixed_10bps,5193,-0.2070,-0.1964,0.0106,-542.5826,-0.2070,0.0000
campbell_rl_normal,fixed_10bps,5194,-0.2310,-0.2264,0.0047,-581.8868,-0.2310,0.0000
campbell_rl_normal,fixed_10bps,5195,-0.2340,-0.2336,0.0004,-570.1600,-0.2340,0.0000
campbell_rl_normal,fixed_10bps,5196,-0.2190,-0.2060,0.0130,-556.4232,-0.2190,0.0000
campbell_rl_normal,fixed_10bps,5197,-0.2283,-0.2266,0.0017,-570.5965,-0.2283,0.0000
campbell_rl_normal,fixed_10bps,5198,-0.2117,-0.2180,-0.0063,-546.7656,-0.2117,0.0000
campbell_rl_normal,fixed_10bps,5199,-0.2236,-0.2249,-0.0013,-572.3133,-0.2236,0.0000
campbell_rl_normal,fixed_10bps,5200,-0.2192,-0.2095,0.0097,-548.9079,-0.2192,0.0000
campbell_rl_normal,fixed_10bps,5201,-0.2302,-0.2266,0.0035,-561.2346,-0.2302,0.0000
campbell_rl_normal,fixed_10bps,5202,-0.2042,-0.2051,-0.0009,-542.7161,-0.2042,0.0000
campbell_rl_normal,fixed_10bps,5203,-0.2139,-0.2094,0.0045,-551.9551,-0.2139,0.0000
campbell_rl_normal,fixed_10bps,5204,-0.2117,-0.2076,0.0041,-544.8900,-0.2117,0.0000
campbell_rl_normal,fixed_10bps,5205,-0.2184,-0.2206,-0.0022,-553.1364,-0.2184,0.0000
campbell_rl_normal,fixed_10bps,5206,-0.2188,-0.2239,-0.0051,-553.7054,-0.2188,0.0000
campbell_rl_normal,fixed_10bps,5207,-0.2237,-0.2260,-0.0024,-562.2886,-0.2237,0.0000
campbell_rl_normal,fixed_10bps,5208,-0.2181,-0.2128,0.0053,-557.0979,-0.2181,0.0000
campbell_rl_normal,fixed_10bps,5209,-0.2260,-0.2289,-0.0028,-565.0634,-0.2260,0.0000
campbell_rl_normal,fixed_10bps,5210,-0.2182,-0.2215,-0.0033,-563.1723,-0.2182,0.0000
campbell_rl_normal,fixed_10bps,5211,-0.2085,-0.2115,-0.0030,-548.9379,-0.2085,0.0000
campbell_rl_normal,fixed_10bps,5212,-0.2225,-0.2192,0.0033,-565.0217,-0.2225,0.0000
campbell_rl_normal,fixed_10bps,5213,-0.2216,-0.2204,0.0012,-557.0608,-0.2216,0.0000
campbell_rl_normal,fixed_10bps,5214,-0.2136,-0.2172,-0.0036,-546.2005,-0.2136,0.0000
campbell_rl_normal,fixed_10bps,5215,-0.2190,-0.2252,-0.0061,-557.3617,-0.2190,0.0000
campbell_rl_normal,fixed_10bps,5216,-0.2234,-0.2164,0.0070,-562.4347,-0.2234,0.0000
campbell_rl_normal,fixed_10bps,5217,-0.2126,-0.2187,-0.0061,-546.0499,-0.2126,0.0000
campbell_rl_normal,fixed_10bps,5218,-0.2161,-0.2208,-0.0047,-553.9764,-0.2161,0.0000
campbell_rl_normal,fixed_10bps,5219,-0.2252,-0.2276,-0.0024,-561.5904,-0.2252,0.0000
campbell_rl_normal,fixed_10bps,5220,-0.2075,-0.2147,-0.0072,-544.7104,-0.2075,0.0000
campbell_rl_normal,fixed_10bps,5221,-0.2219,-0.2308,-0.0089,-547.7408,-0.2219,0.0000
campbell_rl_normal,fixed_10bps,5222,-0.2121,-0.2093,0.0027,-552.4707,-0.2121,0.0000
campbell_rl_normal,fixed_10bps,5223,-0.2158,-0.2207,-0.0049,-562.2110,-0.2158,0.0000
campbell_rl_normal,fixed_10bps,5224,-0.2276,-0.2364,-0.0088,-557.9141,-0.2276,0.0000
campbell_rl_normal,fixed_10bps,5225,-0.2196,-0.2265,-0.0069,-558.4873,-0.2196,0.0000
campbell_rl_normal,fixed_10bps,5226,-0.2131,-0.2043,0.0088,-551.8166,-0.2131,0.0000
campbell_rl_normal,fixed_10bps,5227,-0.2280,-0.2302,-0.0022,-563.0965,-0.2280,0.0000
campbell_rl_normal,fixed_10bps,5228,-0.2149,-0.2239,-0.0090,-547.8272,-0.2149,0.0000
campbell_rl_normal,fixed_10bps,5229,-0.2100,-0.2099,0.0001,-547.8333,-0.2100,0.0000
campbell_rl_normal,fixed_10bps,5230,-0.2178,-0.2168,0.0009,-558.1954,-0.2178,0.0000
campbell_rl_normal,fixed_10bps,5231,-0.2146,-0.2142,0.0004,-552.5114,-0.2146,0.0000
campbell_rl_normal,fixed_10bps,5232,-0.2169,-0.2168,0.0002,-558.3053,-0.2169,0.0000
campbell_rl_normal,fixed_10bps,5233,-0.2117,-0.2110,0.0007,-552.7968,-0.2117,0.0000
campbell_rl_normal,fixed_10bps,5234,-0.2100,-0.2089,0.0011,-553.6067,-0.2100,0.0000
campbell_rl_normal,fixed_10bps,5235,-0.2127,-0.2167,-0.0040,-549.2727,-0.2127,0.0000
campbell_rl_normal,fixed_10bps,5236,-0.2133,-0.2068,0.0065,-550.7796,-0.2133,0.0000
campbell_rl_normal,fixed_10bps,5237,-0.2302,-0.2200,0.0102,-570.8430,-0.2302,0.0000
campbell_rl_normal,fixed_10bps,5238,-0.2298,-0.2215,0.0083,-569.7304,-0.2298,0.0000
campbell_rl_normal,fixed_10bps,5239,-0.2155,-0.2035,0.0121,-557.8784,-0.2155,0.0000
campbell_rl_normal,fixed_10bps,5240,-0.2110,-0.2043,0.0067,-549.6602,-0.2110,0.0000
campbell_rl_normal,fixed_10bps,5241,-0.2164,-0.2177,-0.0013,-546.4304,-0.2164,0.0000
campbell_rl_normal,fixed_10bps,5242,-0.2180,-0.2257,-0.0077,-559.8085,-0.2180,0.0000
campbell_rl_normal,fixed_10bps,5243,-0.2175,-0.2106,0.0070,-559.8245,-0.2175,0.0000
campbell_rl_normal,fixed_10bps,5244,-0.2155,-0.2123,0.0032,-558.2083,-0.2155,0.0000
campbell_rl_normal,fixed_10bps,5245,-0.2210,-0.2275,-0.0065,-555.5154,-0.2210,0.0000
campbell_rl_normal,fixed_10bps,5246,-0.2006,-0.1924,0.0082,-556.5228,-0.2006,0.0000
campbell_rl_normal,fixed_10bps,5247,-0.2200,-0.2209,-0.0009,-563.5231,-0.2200,0.0000
campbell_rl_normal,fixed_10bps,5248,-0.2198,-0.2079,0.0120,-557.8248,-0.2198,0.0000
campbell_rl_normal,fixed_10bps,5249,-0.2076,-0.2128,-0.0051,-546.7078,-0.2076,0.0000
campbell_rl_normal,fixed_10bps,5250,-0.2215,-0.2289,-0.0073,-559.9499,-0.2215,0.0000
campbell_rl_normal,fixed_10bps,5251,-0.2252,-0.2344,-0.0092,-567.0635,-0.2252,0.0000
campbell_rl_normal,fixed_10bps,5252,-0.2167,-0.2237,-0.0070,-546.5245,-0.2167,0.0000
campbell_rl_normal,fixed_10bps,5253,-0.2072,-0.2008,0.0064,-551.8382,-0.2072,0.0000
campbell_rl_normal,fixed_10bps,5254,-0.2199,-0.2219,-0.0020,-559.5734,-0.2199,0.0000
campbell_rl_normal,fixed_10bps,5255,-0.2311,-0.2280,0.0031,-567.5696,-0.2311,0.0000
campbell_rl_normal,fixed_10bps,5256,-0.2225,-0.2317,-0.0092,-555.5737,-0.2225,0.0000
campbell_rl_normal,fixed_10bps,5257,-0.2150,-0.2218,-0.0068,-564.4437,-0.2150,0.0000
campbell_rl_normal,fixed_10bps,5258,-0.2247,-0.2208,0.0039,-557.7513,-0.2247,0.0000
campbell_rl_normal,fixed_10bps,5259,-0.2226,-0.2220,0.0006,-558.6344,-0.2226,0.0000
campbell_rl_normal,fixed_10bps,5260,-0.2187,-0.2257,-0.0070,-554.9869,-0.2187,0.0000
campbell_rl_normal,fixed_10bps,5261,-0.2277,-0.2295,-0.0018,-563.1696,-0.2277,0.0000
campbell_rl_normal,fixed_10bps,5262,-0.2174,-0.2156,0.0018,-561.5799,-0.2174,0.0000
campbell_rl_normal,fixed_10bps,5263,-0.2222,-0.2204,0.0018,-559.2097,-0.2222,0.0000
campbell_rl_normal,fixed_10bps,5264,-0.2201,-0.2169,0.0032,-568.4545,-0.2201,0.0000
campbell_rl_normal,fixed_10bps,5265,-0.2095,-0.1984,0.0111,-546.8143,-0.2095,0.0000
campbell_rl_normal,fixed_10bps,5266,-0.2203,-0.2265,-0.0062,-566.0799,-0.2203,0.0000
campbell_rl_normal,fixed_10bps,5267,-0.2098,-0.2030,0.0068,-542.7132,-0.2098,0.0000
campbell_rl_normal,fixed_10bps,5268,-0.2186,-0.2239,-0.0053,-554.3474,-0.2186,0.0000
campbell_rl_normal,fixed_10bps,5269,-0.2205,-0.2232,-0.0027,-560.4346,-0.2205,0.0000
campbell_rl_normal,fixed_10bps,5270,-0.2181,-0.2256,-0.0074,-550.9279,-0.2181,0.0000
campbell_rl_normal,fixed_10bps,5271,-0.2171,-0.2165,0.0006,-558.7996,-0.2171,0.0000
campbell_rl_normal,fixed_10bps,5272,-0.2124,-0.2120,0.0004,-550.4147,-0.2124,0.0000
campbell_rl_normal,fixed_10bps,5273,-0.2259,-0.2331,-0.0072,-567.9569,-0.2259,0.0000
campbell_rl_normal,fixed_10bps,5274,-0.2116,-0.2244,-0.0128,-549.8933,-0.2116,0.0000
campbell_rl_normal,fixed_10bps,5275,-0.2232,-0.2201,0.0031,-568.5104,-0.2232,0.0000
campbell_rl_normal,fixed_10bps,5276,-0.2225,-0.2222,0.0003,-557.3747,-0.2225,0.0000
campbell_rl_normal,fixed_10bps,5277,-0.2094,-0.1974,0.0119,-557.8445,-0.2094,0.0000
campbell_rl_normal,fixed_10bps,5278,-0.2145,-0.2146,-0.0001,-550.0501,-0.2145,0.0000
campbell_rl_normal,fixed_10bps,5279,-0.2232,-0.2190,0.0042,-566.2989,-0.2232,0.0000
campbell_rl_normal,fixed_10bps,5280,-0.2222,-0.2285,-0.0063,-553.7709,-0.2222,0.0000
campbell_rl_normal,fixed_10bps,5281,-0.2222,-0.2180,0.0042,-563.4723,-0.2222,0.0000
campbell_rl_normal,fixed_10bps,5282,-0.2229,-0.2152,0.0077,-551.1815,-0.2229,0.0000
campbell_rl_normal,fixed_10bps,5283,-0.2185,-0.2124,0.0061,-556.9169,-0.2185,0.0000
campbell_rl_normal,fixed_10bps,5284,-0.2122,-0.2141,-0.0020,-548.9366,-0.2122,0.0000
campbell_rl_normal,fixed_10bps,5285,-0.2219,-0.2306,-0.0087,-560.4843,-0.2219,0.0000
campbell_rl_normal,fixed_10bps,5286,-0.2278,-0.2395,-0.0117,-563.6051,-0.2278,0.0000
campbell_rl_normal,fixed_10bps,5287,-0.2153,-0.2234,-0.0081,-562.5646,-0.2153,0.0000
campbell_rl_normal,fixed_10bps,5288,-0.2239,-0.2165,0.0074,-558.5701,-0.2239,0.0000
campbell_rl_normal,fixed_10bps,5289,-0.2169,-0.2204,-0.0035,-556.0000,-0.2169,0.0000
campbell_rl_normal,fixed_10bps,5290,-0.2083,-0.2058,0.0025,-537.1916,-0.2083,0.0000
campbell_rl_normal,fixed_10bps,5291,-0.2176,-0.2146,0.0031,-558.8449,-0.2176,0.0000
campbell_rl_normal,fixed_10bps,5292,-0.2253,-0.2221,0.0032,-565.1128,-0.2253,0.0000
campbell_rl_normal,fixed_10bps,5293,-0.2235,-0.2303,-0.0068,-567.4111,-0.2235,0.0000
campbell_rl_normal,fixed_10bps,5294,-0.2320,-0.2386,-0.0066,-572.6144,-0.2320,0.0000
campbell_rl_normal,fixed_10bps,5295,-0.2254,-0.2184,0.0070,-567.5921,-0.2254,0.0000
campbell_rl_normal,fixed_10bps,5296,-0.2125,-0.2186,-0.0061,-554.0503,-0.2125,0.0000
campbell_rl_normal,fixed_10bps,5297,-0.2272,-0.2214,0.0058,-570.2833,-0.2272,0.0000
campbell_rl_normal,fixed_10bps,5298,-0.2143,-0.2022,0.0121,-563.6827,-0.2143,0.0000
campbell_rl_normal,fixed_10bps,5299,-0.2077,-0.2023,0.0054,-548.1153,-0.2077,0.0000
campbell_rl_normal,fixed_10bps,5300,-0.2205,-0.2184,0.0021,-556.6103,-0.2205,0.0000
campbell_rl_normal,fixed_10bps,5301,-0.2301,-0.2441,-0.0141,-564.4912,-0.2301,0.0000
campbell_rl_normal,fixed_10bps,5302,-0.2224,-0.2305,-0.0082,-560.6885,-0.2224,0.0000
campbell_rl_normal,fixed_10bps,5303,-0.2223,-0.2305,-0.0081,-565.5755,-0.2223,0.0000
campbell_rl_normal,fixed_10bps,5304,-0.2040,-0.2043,-0.0002,-549.1228,-0.2040,0.0000
campbell_rl_normal,fixed_10bps,5305,-0.2208,-0.2145,0.0063,-567.1376,-0.2208,0.0000
campbell_rl_normal,fixed_10bps,5306,-0.2158,-0.2207,-0.0049,-548.9474,-0.2158,0.0000
campbell_rl_normal,fixed_10bps,5307,-0.2161,-0.2214,-0.0053,-556.3606,-0.2161,0.0000
campbell_rl_normal,fixed_10bps,5308,-0.2131,-0.2068,0.0063,-544.0750,-0.2131,0.0000
campbell_rl_normal,fixed_10bps,5309,-0.2171,-0.2234,-0.0064,-549.0195,-0.2171,0.0000
campbell_rl_normal,fixed_10bps,5310,-0.2185,-0.2129,0.0057,-565.5664,-0.2185,0.0000
campbell_rl_normal,fixed_10bps,5311,-0.2168,-0.2183,-0.0014,-557.8994,-0.2168,0.0000
campbell_rl_normal,fixed_10bps,5312,-0.2126,-0.2170,-0.0043,-547.8990,-0.2126,0.0000
campbell_rl_normal,fixed_10bps,5313,-0.2251,-0.2196,0.0056,-572.2787,-0.2251,0.0000
campbell_rl_normal,fixed_10bps,5314,-0.2116,-0.2097,0.0020,-545.9887,-0.2116,0.0000
campbell_rl_normal,fixed_10bps,5315,-0.2135,-0.2076,0.0060,-548.3053,-0.2135,0.0000
campbell_rl_normal,fixed_10bps,5316,-0.2210,-0.2173,0.0037,-560.9276,-0.2210,0.0000
campbell_rl_normal,fixed_10bps,5317,-0.2149,-0.2187,-0.0037,-553.8976,-0.2149,0.0000
campbell_rl_normal,fixed_10bps,5318,-0.2190,-0.2192,-0.0002,-558.7294,-0.2190,0.0000
campbell_rl_normal,fixed_10bps,5319,-0.2159,-0.2142,0.0017,-560.6606,-0.2159,0.0000
campbell_rl_normal,fixed_10bps,5320,-0.2170,-0.2133,0.0037,-551.3444,-0.2170,0.0000
campbell_rl_normal,fixed_10bps,5321,-0.2155,-0.2103,0.0052,-555.6161,-0.2155,0.0000
campbell_rl_normal,fixed_10bps,5322,-0.2295,-0.2356,-0.0061,-573.6418,-0.2295,0.0000
campbell_rl_normal,fixed_10bps,5323,-0.2082,-0.2130,-0.0048,-545.6133,-0.2082,0.0000
campbell_rl_normal,fixed_10bps,5324,-0.2144,-0.2276,-0.0131,-557.9348,-0.2144,0.0000
campbell_rl_normal,fixed_10bps,5325,-0.2169,-0.2189,-0.0019,-564.6293,-0.2169,0.0000
campbell_rl_normal,fixed_10bps,5326,-0.2171,-0.2053,0.0118,-557.9359,-0.2171,0.0000
campbell_rl_normal,fixed_10bps,5327,-0.2181,-0.2277,-0.0096,-559.0078,-0.2181,0.0000
campbell_rl_normal,fixed_10bps,5328,-0.2160,-0.2263,-0.0103,-546.7775,-0.2160,0.0000
campbell_rl_normal,fixed_10bps,5329,-0.2030,-0.2141,-0.0111,-551.1887,-0.2030,0.0000
campbell_rl_normal,fixed_10bps,5330,-0.2224,-0.2320,-0.0096,-549.3498,-0.2224,0.0000
campbell_rl_normal,fixed_10bps,5331,-0.2208,-0.2356,-0.0149,-556.2839,-0.2208,0.0000
campbell_rl_normal,fixed_10bps,5332,-0.2108,-0.1987,0.0120,-552.3805,-0.2108,0.0000
campbell_rl_normal,fixed_10bps,5333,-0.2165,-0.2192,-0.0026,-560.3067,-0.2165,0.0000
campbell_rl_normal,fixed_10bps,5334,-0.2165,-0.2155,0.0010,-558.3910,-0.2165,0.0000
campbell_rl_normal,fixed_10bps,5335,-0.2224,-0.2248,-0.0024,-560.6777,-0.2224,0.0000
campbell_rl_normal,fixed_10bps,5336,-0.2247,-0.2250,-0.0003,-573.6951,-0.2247,0.0000
campbell_rl_normal,fixed_10bps,5337,-0.2081,-0.2120,-0.0038,-548.1764,-0.2081,0.0000
campbell_rl_normal,fixed_10bps,5338,-0.2144,-0.2195,-0.0051,-550.8978,-0.2144,0.0000
campbell_rl_normal,fixed_10bps,5339,-0.2133,-0.2104,0.0029,-556.1999,-0.2133,0.0000
campbell_rl_normal,fixed_10bps,5340,-0.2150,-0.2136,0.0015,-556.5445,-0.2150,0.0000
campbell_rl_normal,fixed_10bps,5341,-0.2108,-0.2085,0.0023,-560.1930,-0.2108,0.0000
campbell_rl_normal,fixed_10bps,5342,-0.2246,-0.2224,0.0022,-563.3940,-0.2246,0.0000
campbell_rl_normal,fixed_10bps,5343,-0.2271,-0.2378,-0.0106,-560.2713,-0.2271,0.0000
campbell_rl_normal,fixed_10bps,5344,-0.2100,-0.2044,0.0056,-546.9115,-0.2100,0.0000
campbell_rl_normal,fixed_10bps,5345,-0.2162,-0.2089,0.0072,-552.4669,-0.2162,0.0000
campbell_rl_normal,fixed_10bps,5346,-0.2236,-0.2302,-0.0067,-553.3361,-0.2236,0.0000
campbell_rl_normal,fixed_10bps,5347,-0.2047,-0.1835,0.0213,-543.9217,-0.2047,0.0000
campbell_rl_normal,fixed_10bps,5348,-0.2131,-0.2106,0.0025,-551.0232,-0.2131,0.0000
campbell_rl_normal,fixed_10bps,5349,-0.2283,-0.2346,-0.0063,-574.0953,-0.2283,0.0000
campbell_rl_normal,fixed_10bps,5350,-0.2284,-0.2229,0.0055,-575.8954,-0.2284,0.0000
campbell_rl_normal,fixed_10bps,5351,-0.2123,-0.2051,0.0072,-546.8748,-0.2123,0.0000
campbell_rl_normal,fixed_10bps,5352,-0.2265,-0.2281,-0.0016,-565.3416,-0.2265,0.0000
campbell_rl_normal,fixed_10bps,5353,-0.2242,-0.2284,-0.0042,-560.8344,-0.2242,0.0000
campbell_rl_normal,fixed_10bps,5354,-0.2066,-0.2070,-0.0004,-545.0976,-0.2066,0.0000
campbell_rl_normal,fixed_10bps,5355,-0.2278,-0.2322,-0.0044,-566.3155,-0.2278,0.0000
campbell_rl_normal,fixed_10bps,5356,-0.2339,-0.2382,-0.0043,-580.0198,-0.2339,0.0000
campbell_rl_normal,fixed_10bps,5357,-0.2175,-0.2129,0.0046,-556.4658,-0.2175,0.0000
campbell_rl_normal,fixed_10bps,5358,-0.2168,-0.2156,0.0012,-557.0510,-0.2168,0.0000
campbell_rl_normal,fixed_10bps,5359,-0.2155,-0.2045,0.0111,-559.1115,-0.2155,0.0000
campbell_rl_normal,fixed_10bps,5360,-0.2270,-0.2237,0.0033,-558.7913,-0.2270,0.0000
campbell_rl_normal,fixed_10bps,5361,-0.2277,-0.2344,-0.0067,-567.8406,-0.2277,0.0000
campbell_rl_normal,fixed_10bps,5362,-0.2142,-0.2186,-0.0044,-554.4147,-0.2142,0.0000
campbell_rl_normal,fixed_10bps,5363,-0.2154,-0.2161,-0.0007,-555.4684,-0.2154,0.0000
campbell_rl_normal,fixed_10bps,5364,-0.2202,-0.2097,0.0105,-559.4507,-0.2202,0.0000
campbell_rl_normal,fixed_10bps,5365,-0.2286,-0.2205,0.0080,-570.2201,-0.2286,0.0000
campbell_rl_normal,fixed_10bps,5366,-0.2271,-0.2337,-0.0066,-559.7364,-0.2271,0.0000
campbell_rl_normal,fixed_10bps,5367,-0.2233,-0.2320,-0.0087,-561.4610,-0.2233,0.0000
campbell_rl_normal,fixed_10bps,5368,-0.2136,-0.2206,-0.0069,-554.7445,-0.2136,0.0000
campbell_rl_normal,fixed_10bps,5369,-0.2242,-0.2291,-0.0049,-565.0986,-0.2242,0.0000
campbell_rl_normal,fixed_10bps,5370,-0.2166,-0.2088,0.0078,-549.4866,-0.2166,0.0000
campbell_rl_normal,fixed_10bps,5371,-0.2177,-0.2183,-0.0006,-554.2961,-0.2177,0.0000
campbell_rl_normal,fixed_10bps,5372,-0.2161,-0.2161,0.0000,-556.4497,-0.2161,0.0000
campbell_rl_normal,fixed_10bps,5373,-0.2138,-0.2125,0.0012,-553.4929,-0.2138,0.0000
campbell_rl_normal,fixed_10bps,5374,-0.2082,-0.2051,0.0031,-555.5067,-0.2082,0.0000
campbell_rl_normal,fixed_10bps,5375,-0.2204,-0.2187,0.0017,-562.6271,-0.2204,0.0000
campbell_rl_normal,fixed_10bps,5376,-0.2240,-0.2225,0.0014,-555.5428,-0.2240,0.0000
campbell_rl_normal,fixed_10bps,5377,-0.2250,-0.2222,0.0028,-566.3512,-0.2250,0.0000
campbell_rl_normal,fixed_10bps,5378,-0.2089,-0.2111,-0.0022,-550.0394,-0.2089,0.0000
campbell_rl_normal,fixed_10bps,5379,-0.2225,-0.2167,0.0058,-559.0995,-0.2225,0.0000
campbell_rl_normal,fixed_10bps,5380,-0.2156,-0.2139,0.0016,-551.1863,-0.2156,0.0000
campbell_rl_normal,fixed_10bps,5381,-0.2252,-0.2322,-0.0070,-563.3402,-0.2252,0.0000
campbell_rl_normal,fixed_10bps,5382,-0.2133,-0.2154,-0.0022,-555.0316,-0.2133,0.0000
campbell_rl_normal,fixed_10bps,5383,-0.2092,-0.1991,0.0101,-541.9613,-0.2092,0.0000
campbell_rl_normal,fixed_10bps,5384,-0.2227,-0.2264,-0.0037,-561.7423,-0.2227,0.0000
campbell_rl_normal,fixed_10bps,5385,-0.2076,-0.2042,0.0034,-550.4564,-0.2076,0.0000
campbell_rl_normal,fixed_10bps,5386,-0.2280,-0.2296,-0.0016,-561.3074,-0.2280,0.0000
campbell_rl_normal,fixed_10bps,5387,-0.2101,-0.2178,-0.0078,-550.2026,-0.2101,0.0000
campbell_rl_normal,fixed_10bps,5388,-0.2204,-0.2199,0.0005,-556.7521,-0.2204,0.0000
