latency,arb_prob,policy,seed,avg_fee_bps,fee_std_bps,fee_max_bps,hedged_pnl,fee_revenue,fee_revenue_arb,fee_revenue_fund,lvr,fundamental_volume,arb_volume,volume,fundamental_count,arb_count,arb_opportunities,mean_abs_gap_bps,final_external_price
E5_none,1,fixed_10bps,5165,10.0000,0.0000,10.0000,0.2163,0.5995,0.0116,0.5879,0.3832,592.0877,11.6493,603.7369,1440,71,1440,8.3558,0.981323
E5_none,1,fixed_10bps,5166,10.0000,0.0000,10.0000,0.1996,0.6140,0.0198,0.5942,0.4144,580.7761,19.3469,600.1231,1440,90,1440,8.4309,1.027320
E5_none,1,fixed_10bps,5167,10.0000,0.0000,10.0000,0.2161,0.5980,0.0142,0.5839,0.3820,572.9835,13.8970,586.8806,1440,65,1440,8.2281,1.009700
E5_none,1,fixed_10bps,5168,10.0000,0.0000,10.0000,0.2104,0.5992,0.0136,0.5856,0.3888,597.7759,13.9157,611.6916,1440,82,1440,8.4086,0.937538
E5_none,1,fixed_10bps,5169,10.0000,0.0000,10.0000,0.2052,0.5899,0.0161,0.5738,0.3847,576.9175,16.1842,593.1017,1440,83,1440,8.2152,0.977085
E5_none,1,fixed_10bps,5170,10.0000,0.0000,10.0000,0.2097,0.6251,0.0170,0.6081,0.4154,591.2240,16.4827,607.7068,1440,83,1440,8.5598,1.062983
E5_none,1,fixed_10bps,5171,10.0000,0.0000,10.0000,0.2047,0.6006,0.0159,0.5847,0.3960,601.4352,16.3422,617.7774,1440,86,1440,8.4603,0.966924
E5_none,1,fixed_10bps,5172,10.0000,0.0000,10.0000,0.1926,0.6054,0.0205,0.5849,0.4127,589.2098,20.6060,609.8158,1440,89,1440,8.4386,0.981571
E5_none,1,fixed_10bps,5173,10.0000,0.0000,10.0000,0.2031,0.6144,0.0165,0.5979,0.4113,592.7272,16.3988,609.1260,1440,90,1440,8.4966,0.998905
E5_none,1,fixed_10bps,5174,10.0000,0.0000,10.0000,0.2053,0.6056,0.0175,0.5881,0.4003,593.0404,17.5617,610.6020,1440,83,1440,8.4455,1.006837
E5_none,1,fixed_10bps,5175,10.0000,0.0000,10.0000,0.2027,0.5977,0.0180,0.5797,0.3950,599.4886,18.7024,618.1910,1440,83,1440,8.4423,0.960601
E5_none,1,fixed_10bps,5176,10.0000,0.0000,10.0000,0.2005,0.6195,0.0173,0.6022,0.4190,613.2338,17.6188,630.8526,1440,90,1440,8.6823,0.996595
E5_none,1,fixed_10bps,5177,10.0000,0.0000,10.0000,0.1971,0.5859,0.0181,0.5678,0.3888,566.2928,18.0570,584.3498,1440,85,1440,8.1266,0.978346
E5_none,1,fixed_10bps,5178,10.0000,0.0000,10.0000,0.2125,0.5964,0.0134,0.5830,0.3839,587.9487,13.4785,601.4272,1440,75,1440,8.3178,1.010033
E5_none,1,fixed_10bps,5179,10.0000,0.0000,10.0000,0.2040,0.6094,0.0182,0.5912,0.4054,586.2665,18.0826,604.3491,1440,93,1440,8.4290,1.011272
E5_none,1,fixed_10bps,5180,10.0000,0.0000,10.0000,0.2018,0.6043,0.0185,0.5858,0.4025,580.9656,18.2987,599.2643,1440,92,1440,8.3575,1.015900
E5_none,1,fixed_10bps,5181,10.0000,0.0000,10.0000,0.2018,0.6180,0.0203,0.5977,0.4161,596.5352,20.3280,616.8632,1440,96,1440,8.5743,1.055952
E5_none,1,fixed_10bps,5182,10.0000,0.0000,10.0000,0.2023,0.5797,0.0144,0.5653,0.3774,583.8944,14.8900,598.7844,1440,74,1440,8.1829,0.977531
E5_none,1,fixed_10bps,5183,10.0000,0.0000,10.0000,0.2078,0.5960,0.0170,0.5790,0.3882,577.1338,16.9870,594.1208,1440,77,1440,8.2649,0.972137
E5_none,1,fixed_10bps,5184,10.0000,0.0000,10.0000,0.2051,0.5964,0.0150,0.5814,0.3914,617.2962,15.8156,633.1119,1440,87,1440,8.5341,0.924133
E5_none,1,fixed_10bps,5185,10.0000,0.0000,10.0000,0.1954,0.5941,0.0186,0.5755,0.3987,579.3879,18.8084,598.1963,1440,79,1440,8.2799,0.994276
E5_none,1,fixed_10bps,5186,10.0000,0.0000,10.0000,0.2100,0.5988,0.0139,0.5850,0.3889,570.2401,13.5616,583.8017,1440,74,1440,8.2116,1.035300
E5_none,1,fixed_10bps,5187,10.0000,0.0000,10.0000,0.2092,0.5925,0.0143,0.5783,0.3834,598.4957,14.8002,613.2959,1440,73,1440,8.3724,0.949486
E5_none,1,fixed_10bps,5188,10.0000,0.0000,10.0000,0.1991,0.5768,0.0153,0.5615,0.3777,576.2855,15.7441,592.0296,1440,78,1440,8.1159,0.978954
E5_none,1,fixed_10bps,5189,10.0000,0.0000,10.0000,0.1998,0.6400,0.0187,0.6213,0.4402,610.3816,18.4201,628.8017,1440,103,1440,8.8103,1.029476
E5_none,1,fixed_10bps,5190,10.0000,0.0000,10.0000,0.2070,0.5941,0.0154,0.5787,0.3872,582.3224,15.4847,597.8072,1440,74,1440,8.2773,0.969109
E5_none,1,fixed_10bps,5191,10.0000,0.0000,10.0000,0.2062,0.6104,0.0169,0.5935,0.4041,589.2290,16.7427,605.9716,1440,80,1440,8.4467,0.995720
E5_none,1,fixed_10bps,5192,10.0000,0.0000,10.0000,0.2087,0.6049,0.0177,0.5872,0.3961,574.7973,17.2939,592.0913,1440,90,1440,8.3115,1.029858
E5_none,1,fixed_10bps,5193,10.0000,0.0000,10.0000,0.2006,0.6050,0.0177,0.5874,0.4044,605.8996,18.0972,623.9968,1440,85,1440,8.5337,0.938006
E5_none,1,fixed_10bps,5194,10.0000,0.0000,10.0000,0.2029,0.5746,0.0143,0.5603,0.3717,579.1815,14.7018,593.8833,1440,77,1440,8.1135,0.972305
E5_none,1,fixed_10bps,5195,10.0000,0.0000,10.0000,0.2075,0.5866,0.0157,0.5709,0.3791,564.1478,15.5010,579.6488,1440,80,1440,8.0985,1.004491
E5_none,1,fixed_10bps,5196,10.0000,0.0000,10.0000,0.2041,0.5826,0.0144,0.5682,0.3785,589.5635,14.9696,604.5331,1440,74,1440,8.2423,0.927659
E5_none,1,fixed_10bps,5197,10.0000,0.0000,10.0000,0.1967,0.5886,0.0178,0.5708,0.3919,576.5842,17.9806,594.5648,1440,81,1440,8.2162,0.984810
E5_none,1,fixed_10bps,5198,10.0000,0.0000,10.0000,0.2117,0.6185,0.0190,0.5995,0.4068,585.8460,18.5877,604.4337,1440,88,1440,8.4914,1.046018
E5_none,1,fixed_10bps,5199,10.0000,0.0000,10.0000,0.2099,0.5889,0.0130,0.5759,0.3790,583.7824,13.2115,596.9939,1440,74,1440,8.2353,0.999840
E5_none,1,fixed_10bps,5200,10.0000,0.0000,10.0000,0.2084,0.6006,0.0162,0.5844,0.3922,587.4204,16.2814,603.7018,1440,82,1440,8.3633,0.943333
E5_none,1,fixed_10bps,5201,10.0000,0.0000,10.0000,0.2058,0.5849,0.0150,0.5699,0.3791,564.3686,14.8394,579.2080,1440,72,1440,8.0838,0.994501
E5_none,1,fixed_10bps,5202,10.0000,0.0000,10.0000,0.2139,0.6202,0.0149,0.6053,0.4062,605.3268,14.8893,620.2161,1440,73,1440,8.6129,1.003129
E5_none,1,fixed_10bps,5203,10.0000,0.0000,10.0000,0.2024,0.5971,0.0182,0.5788,0.3947,588.6961,18.5400,607.2361,1440,89,1440,8.3627,0.974974
E5_none,1,fixed_10bps,5204,10.0000,0.0000,10.0000,0.2132,0.6073,0.0141,0.5933,0.3942,593.8178,14.0655,607.8833,1440,71,1440,8.4387,0.994026
E5_none,1,fixed_10bps,5205,10.0000,0.0000,10.0000,0.2116,0.6070,0.0180,0.5890,0.3955,580.0612,17.6315,597.6927,1440,80,1440,8.3657,1.002030
E5_none,1,fixed_10bps,5206,10.0000,0.0000,10.0000,0.2116,0.6113,0.0171,0.5942,0.3997,579.9487,16.7772,596.7260,1440,70,1440,8.3880,1.036392
E5_none,1,fixed_10bps,5207,10.0000,0.0000,10.0000,0.2044,0.5949,0.0176,0.5773,0.3905,573.8461,17.4717,591.3178,1440,81,1440,8.2375,1.007039
E5_none,1,fixed_10bps,5208,10.0000,0.0000,10.0000,0.2107,0.5955,0.0142,0.5812,0.3848,589.0515,14.4026,603.4541,1440,78,1440,8.3255,0.964679
E5_none,1,fixed_10bps,5209,10.0000,0.0000,10.0000,0.2085,0.5954,0.0148,0.5805,0.3869,574.2595,14.6977,588.9572,1440,79,1440,8.2240,1.016414
E5_none,1,fixed_10bps,5210,10.0000,0.0000,10.0000,0.2021,0.5899,0.0194,0.5704,0.3878,576.8962,19.6230,596.5193,1440,89,1440,8.2384,1.011841
E5_none,1,fixed_10bps,5211,10.0000,0.0000,10.0000,0.2079,0.6255,0.0177,0.6078,0.4176,605.3396,17.6129,622.9525,1440,85,1440,8.6697,1.016072
E5_none,1,fixed_10bps,5212,10.0000,0.0000,10.0000,0.2065,0.5919,0.0158,0.5761,0.3854,585.0094,16.1239,601.1333,1440,83,1440,8.2849,0.976210
E5_none,1,fixed_10bps,5213,10.0000,0.0000,10.0000,0.2026,0.5957,0.0174,0.5783,0.3931,576.8751,17.3670,594.2420,1440,77,1440,8.2631,0.995940
E5_none,1,fixed_10bps,5214,10.0000,0.0000,10.0000,0.2103,0.6212,0.0182,0.6030,0.4109,588.1761,17.6952,605.8713,1440,87,1440,8.5198,1.028102
E5_none,1,fixed_10bps,5215,10.0000,0.0000,10.0000,0.2052,0.6081,0.0186,0.5895,0.4030,580.5745,18.3800,598.9545,1440,85,1440,8.3818,1.043734
E5_none,1,fixed_10bps,5216,10.0000,0.0000,10.0000,0.1962,0.5927,0.0203,0.5724,0.3966,583.6169,20.8138,604.4307,1440,80,1440,8.3130,0.960811
E5_none,1,fixed_10bps,5217,10.0000,0.0000,10.0000,0.1994,0.6365,0.0214,0.6151,0.4372,597.0649,20.7877,617.8526,1440,109,1440,8.7095,1.032905
E5_none,1,fixed_10bps,5218,10.0000,0.0000,10.0000,0.2073,0.6123,0.0183,0.5940,0.4050,585.6216,18.0758,603.6974,1440,81,1440,8.4437,1.029186
E5_none,1,fixed_10bps,5219,10.0000,0.0000,10.0000,0.2100,0.6064,0.0139,0.5925,0.3964,581.9251,13.6707,595.5958,1440,75,1440,8.3466,1.014061
E5_none,1,fixed_10bps,5220,10.0000,0.0000,10.0000,0.1953,0.6433,0.0215,0.6219,0.4480,608.9444,21.0662,630.0107,1440,111,1440,8.8415,1.047923
E5_none,1,fixed_10bps,5221,10.0000,0.0000,10.0000,0.2086,0.6364,0.0188,0.6176,0.4278,580.6492,17.7131,598.3623,1440,91,1440,8.5693,1.057239
E5_none,1,fixed_10bps,5222,10.0000,0.0000,10.0000,0.2094,0.6036,0.0156,0.5880,0.3942,596.2816,15.7971,612.0787,1440,76,1440,8.4420,0.979510
E5_none,1,fixed_10bps,5223,10.0000,0.0000,10.0000,0.2049,0.6108,0.0168,0.5939,0.4059,595.5661,16.8605,612.4266,1440,83,1440,8.4942,1.018100
E5_none,1,fixed_10bps,5224,10.0000,0.0000,10.0000,0.1983,0.6187,0.0215,0.5971,0.4204,570.5414,20.5965,591.1380,1440,85,1440,8.3978,1.072548
E5_none,1,fixed_10bps,5225,10.0000,0.0000,10.0000,0.2071,0.6128,0.0170,0.5958,0.4057,583.0679,16.6214,599.6892,1440,83,1440,8.4188,1.033572
E5_none,1,fixed_10bps,5226,10.0000,0.0000,10.0000,0.2008,0.6059,0.0199,0.5859,0.4050,601.4852,20.3985,621.8837,1440,89,1440,8.5251,0.939865
E5_none,1,fixed_10bps,5227,10.0000,0.0000,10.0000,0.1967,0.6020,0.0207,0.5813,0.4053,571.7400,20.3965,592.1365,1440,94,1440,8.2920,1.015405
E5_none,1,fixed_10bps,5228,10.0000,0.0000,10.0000,0.2097,0.6279,0.0184,0.6094,0.4182,585.6068,17.7149,603.3217,1440,81,1440,8.5467,1.068630
E5_none,1,fixed_10bps,5229,10.0000,0.0000,10.0000,0.2046,0.6200,0.0180,0.6020,0.4154,601.6560,17.9800,619.6359,1440,87,1440,8.6079,1.008324
E5_none,1,fixed_10bps,5230,10.0000,0.0000,10.0000,0.2047,0.5935,0.0161,0.5774,0.3888,583.1028,16.2647,599.3675,1440,76,1440,8.2836,0.982263
E5_none,1,fixed_10bps,5231,10.0000,0.0000,10.0000,0.2064,0.6092,0.0178,0.5914,0.4028,591.7406,17.7709,609.5115,1440,82,1440,8.4631,1.003586
E5_none,1,fixed_10bps,5232,10.0000,0.0000,10.0000,0.2073,0.6128,0.0153,0.5975,0.4055,599.3323,15.3166,614.6489,1440,87,1440,8.5239,1.000498
E5_none,1,fixed_10bps,5233,10.0000,0.0000,10.0000,0.1978,0.6185,0.0186,0.5998,0.4206,605.3427,18.7879,624.1306,1440,90,1440,8.6287,1.001643
E5_none,1,fixed_10bps,5234,10.0000,0.0000,10.0000,0.1957,0.6080,0.0196,0.5884,0.4123,601.0543,20.0771,621.1314,1440,87,1440,8.5351,0.984271
E5_none,1,fixed_10bps,5235,10.0000,0.0000,10.0000,0.1988,0.6271,0.0197,0.6074,0.4283,598.0540,19.4542,617.5082,1440,104,1440,8.6424,1.025840
E5_none,1,fixed_10bps,5236,10.0000,0.0000,10.0000,0.1993,0.6036,0.0195,0.5842,0.4043,596.3843,19.8467,616.2310,1440,79,1440,8.4707,0.965184
E5_none,1,fixed_10bps,5237,10.0000,0.0000,10.0000,0.2024,0.5746,0.0147,0.5599,0.3722,575.7477,15.1579,590.9056,1440,78,1440,8.0932,0.935267
E5_none,1,fixed_10bps,5238,10.0000,0.0000,10.0000,0.1944,0.5827,0.0201,0.5626,0.3883,575.7596,20.4424,596.2021,1440,85,1440,8.1857,0.951126
E5_none,1,fixed_10bps,5239,10.0000,0.0000,10.0000,0.2066,0.5846,0.0142,0.5704,0.3780,596.3597,14.8118,611.1716,1440,73,1440,8.3016,0.919789
E5_none,1,fixed_10bps,5240,10.0000,0.0000,10.0000,0.2028,0.5984,0.0165,0.5819,0.3956,597.7635,16.9726,614.7361,1440,87,1440,8.4241,0.956788
E5_none,1,fixed_10bps,5241,10.0000,0.0000,10.0000,0.2080,0.6133,0.0166,0.5967,0.4053,583.2244,16.2123,599.4366,1440,94,1440,8.4211,1.017776
E5_none,1,fixed_10bps,5242,10.0000,0.0000,10.0000,0.2184,0.6113,0.0117,0.5996,0.3929,587.3441,11.5019,598.8460,1440,73,1440,8.4025,1.051661
E5_none,1,fixed_10bps,5243,10.0000,0.0000,10.0000,0.2032,0.5976,0.0177,0.5799,0.3944,594.9902,18.0405,613.0306,1440,70,1440,8.4063,0.967030
E5_none,1,fixed_10bps,5244,10.0000,0.0000,10.0000,0.2003,0.6069,0.0177,0.5893,0.4067,599.1511,18.0266,617.1778,1440,87,1440,8.5005,0.977655
E5_none,1,fixed_10bps,5245,10.0000,0.0000,10.0000,0.2005,0.6197,0.0224,0.5974,0.4193,580.1810,21.7359,601.9169,1440,101,1440,8.4824,1.038202
E5_none,1,fixed_10bps,5246,10.0000,0.0000,10.0000,0.2008,0.6030,0.0169,0.5861,0.4022,629.2141,18.0390,647.2531,1440,82,1440,8.6766,0.932911
E5_none,1,fixed_10bps,5247,10.0000,0.0000,10.0000,0.2094,0.6001,0.0138,0.5863,0.3908,588.9948,13.8967,602.8915,1440,79,1440,8.3542,1.008527
E5_none,1,fixed_10bps,5248,10.0000,0.0000,10.0000,0.1955,0.5888,0.0193,0.5696,0.3934,589.9924,19.9245,609.9169,1440,90,1440,8.3229,0.929928
E5_none,1,fixed_10bps,5249,10.0000,0.0000,10.0000,0.2059,0.6248,0.0178,0.6070,0.4189,600.7906,17.5897,618.3803,1440,92,1440,8.6328,1.014172
E5_none,1,fixed_10bps,5250,10.0000,0.0000,10.0000,0.2148,0.6038,0.0137,0.5901,0.3889,576.5264,13.4629,589.9893,1440,73,1440,8.2888,1.048120
E5_none,1,fixed_10bps,5251,10.0000,0.0000,10.0000,0.2044,0.5996,0.0178,0.5818,0.3952,571.4951,17.5397,589.0348,1440,84,1440,8.2534,1.066765
E5_none,1,fixed_10bps,5252,10.0000,0.0000,10.0000,0.2142,0.6058,0.0167,0.5891,0.3916,568.9045,16.0696,584.9740,1440,71,1440,8.2674,1.041374
E5_none,1,fixed_10bps,5253,10.0000,0.0000,10.0000,0.2098,0.5980,0.0144,0.5835,0.3881,605.6516,15.0295,620.6811,1440,71,1440,8.4608,0.957220
E5_none,1,fixed_10bps,5254,10.0000,0.0000,10.0000,0.2027,0.6192,0.0201,0.5991,0.4165,593.5662,19.9386,613.5048,1440,83,1440,8.5603,1.013496
E5_none,1,fixed_10bps,5255,10.0000,0.0000,10.0000,0.2050,0.5765,0.0154,0.5611,0.3715,561.8288,15.3927,577.2215,1440,77,1440,8.0117,0.985540
E5_none,1,fixed_10bps,5256,10.0000,0.0000,10.0000,0.2107,0.6163,0.0159,0.6004,0.4056,575.7860,15.2914,591.0774,1440,81,1440,8.3819,1.070021
E5_none,1,fixed_10bps,5257,10.0000,0.0000,10.0000,0.2058,0.6062,0.0167,0.5894,0.4004,594.3393,16.8921,611.2314,1440,77,1440,8.4536,1.037535
E5_none,1,fixed_10bps,5258,10.0000,0.0000,10.0000,0.1977,0.5995,0.0200,0.5796,0.4018,578.0250,19.9365,597.9614,1440,94,1440,8.3158,0.976017
E5_none,1,fixed_10bps,5259,10.0000,0.0000,10.0000,0.2101,0.6058,0.0160,0.5898,0.3957,583.8041,15.8418,599.6459,1440,85,1440,8.3712,1.012765
E5_none,1,fixed_10bps,5260,10.0000,0.0000,10.0000,0.2011,0.6195,0.0199,0.5996,0.4184,584.3708,19.4054,603.7762,1440,96,1440,8.4937,1.034781
E5_none,1,fixed_10bps,5261,10.0000,0.0000,10.0000,0.2037,0.5967,0.0173,0.5794,0.3930,570.3455,17.0151,587.3606,1440,82,1440,8.2221,1.021110
E5_none,1,fixed_10bps,5262,10.0000,0.0000,10.0000,0.2062,0.6018,0.0150,0.5867,0.3955,596.0168,15.2681,611.2849,1440,80,1440,8.4235,0.992507
E5_none,1,fixed_10bps,5263,10.0000,0.0000,10.0000,0.2081,0.5953,0.0158,0.5795,0.3872,579.5458,15.7735,595.3193,1440,69,1440,8.2678,0.998212
E5_none,1,fixed_10bps,5264,10.0000,0.0000,10.0000,0.2086,0.5893,0.0153,0.5740,0.3807,589.9288,15.6765,605.6053,1440,73,1440,8.2967,0.982489
E5_none,1,fixed_10bps,5265,10.0000,0.0000,10.0000,0.2134,0.5936,0.0147,0.5789,0.3801,598.5424,15.2258,613.7682,1440,67,1440,8.3832,0.934786
E5_none,1,fixed_10bps,5266,10.0000,0.0000,10.0000,0.1971,0.6106,0.0199,0.5907,0.4135,589.3742,19.8486,609.2228,1440,96,1440,8.4707,1.025566
E5_none,1,fixed_10bps,5267,10.0000,0.0000,10.0000,0.2031,0.6153,0.0172,0.5981,0.4122,603.4854,17.3054,620.7909,1440,91,1440,8.5837,0.956827
E5_none,1,fixed_10bps,5268,10.0000,0.0000,10.0000,0.2021,0.6227,0.0205,0.6022,0.4206,587.4171,19.9374,607.3545,1440,99,1440,8.5409,1.026168
E5_none,1,fixed_10bps,5269,10.0000,0.0000,10.0000,0.1873,0.6324,0.0242,0.6081,0.4451,601.9879,24.0181,626.0060,1440,103,1440,8.7385,1.022945
E5_none,1,fixed_10bps,5270,10.0000,0.0000,10.0000,0.2085,0.6271,0.0182,0.6089,0.4186,586.6855,17.5360,604.2215,1440,80,1440,8.5488,1.063996
E5_none,1,fixed_10bps,5271,10.0000,0.0000,10.0000,0.2041,0.6072,0.0157,0.5915,0.4031,594.9778,15.8037,610.7815,1440,93,1440,8.4580,1.006147
E5_none,1,fixed_10bps,5272,10.0000,0.0000,10.0000,0.2109,0.6138,0.0153,0.5984,0.4028,597.7889,15.3213,613.1103,1440,83,1440,8.5198,1.002686
E5_none,1,fixed_10bps,5273,10.0000,0.0000,10.0000,0.2169,0.5926,0.0119,0.5807,0.3757,571.1938,11.7368,582.9306,1440,72,1440,8.1630,1.045823
E5_none,1,fixed_10bps,5274,10.0000,0.0000,10.0000,0.2107,0.6363,0.0170,0.6193,0.4256,596.0345,16.4704,612.5049,1440,86,1440,8.6698,1.077748
E5_none,1,fixed_10bps,5275,10.0000,0.0000,10.0000,0.2133,0.5642,0.0104,0.5538,0.3509,568.6753,10.6851,579.3605,1440,63,1440,7.9406,0.978004
E5_none,1,fixed_10bps,5276,10.0000,0.0000,10.0000,0.2102,0.5942,0.0138,0.5804,0.3840,575.3309,13.7564,589.0873,1440,79,1440,8.2171,0.997523
E5_none,1,fixed_10bps,5277,10.0000,0.0000,10.0000,0.2012,0.5886,0.0152,0.5734,0.3874,609.8756,16.1133,625.9889,1440,75,1440,8.4305,0.939605
E5_none,1,fixed_10bps,5278,10.0000,0.0000,10.0000,0.2012,0.6084,0.0212,0.5872,0.4072,586.1891,21.1714,607.3604,1440,87,1440,8.4427,1.021725
E5_none,1,fixed_10bps,5279,10.0000,0.0000,10.0000,0.2110,0.5871,0.0132,0.5739,0.3761,583.3032,13.4019,596.7051,1440,70,1440,8.2204,0.977925
E5_none,1,fixed_10bps,5280,10.0000,0.0000,10.0000,0.2090,0.6077,0.0172,0.5905,0.3988,571.0251,16.5959,587.6211,1440,82,1440,8.2994,1.034486
E5_none,1,fixed_10bps,5281,10.0000,0.0000,10.0000,0.2049,0.5942,0.0164,0.5778,0.3894,586.3777,16.6364,603.0141,1440,84,1440,8.3140,0.977654
E5_none,1,fixed_10bps,5282,10.0000,0.0000,10.0000,0.2056,0.5987,0.0172,0.5816,0.3931,578.9112,17.1299,596.0411,1440,80,1440,8.2970,0.965293
E5_none,1,fixed_10bps,5283,10.0000,0.0000,10.0000,0.2059,0.5922,0.0158,0.5764,0.3863,586.8295,16.0558,602.8853,1440,75,1440,8.2985,0.965419
E5_none,1,fixed_10bps,5284,10.0000,0.0000,10.0000,0.2079,0.6070,0.0173,0.5897,0.3992,586.4849,17.1567,603.6416,1440,75,1440,8.4072,0.999438
E5_none,1,fixed_10bps,5285,10.0000,0.0000,10.0000,0.2095,0.6160,0.0158,0.6001,0.4064,582.8435,15.3187,598.1622,1440,88,1440,8.4297,1.055276
E5_none,1,fixed_10bps,5286,10.0000,0.0000,10.0000,0.2091,0.6040,0.0170,0.5870,0.3950,562.8580,16.3556,579.2136,1440,86,1440,8.2145,1.068891
E5_none,1,fixed_10bps,5287,10.0000,0.0000,10.0000,0.2122,0.6057,0.0155,0.5902,0.3936,589.1126,15.4233,604.5358,1440,86,1440,8.4041,1.045784
E5_none,1,fixed_10bps,5288,10.0000,0.0000,10.0000,0.2019,0.5988,0.0165,0.5823,0.3970,586.2490,16.6516,602.9006,1440,87,1440,8.3451,0.968011
E5_none,1,fixed_10bps,5289,10.0000,0.0000,10.0000,0.2049,0.6084,0.0168,0.5917,0.4035,586.8309,16.6606,603.4915,1440,86,1440,8.4155,1.023979
E5_none,1,fixed_10bps,5290,10.0000,0.0000,10.0000,0.2082,0.6239,0.0174,0.6066,0.4157,598.5430,17.1887,615.7318,1440,86,1440,8.6084,0.983465
E5_none,1,fixed_10bps,5291,10.0000,0.0000,10.0000,0.1998,0.6029,0.0195,0.5834,0.4030,592.0121,19.7815,611.7936,1440,90,1440,8.4349,0.973490
E5_none,1,fixed_10bps,5292,10.0000,0.0000,10.0000,0.2030,0.5808,0.0161,0.5647,0.3779,571.8491,16.3226,588.1718,1440,84,1440,8.1181,0.970767
E5_none,1,fixed_10bps,5293,10.0000,0.0000,10.0000,0.1939,0.6012,0.0217,0.5796,0.4073,576.8919,21.5499,598.4418,1440,91,1440,8.3305,1.022039
E5_none,1,fixed_10bps,5294,10.0000,0.0000,10.0000,0.2079,0.5889,0.0162,0.5727,0.3810,561.7764,15.9253,577.7018,1440,80,1440,8.1010,1.038713
E5_none,1,fixed_10bps,5295,10.0000,0.0000,10.0000,0.2030,0.5885,0.0155,0.5731,0.3856,586.6556,15.9047,602.5603,1440,78,1440,8.2711,0.955684
E5_none,1,fixed_10bps,5296,10.0000,0.0000,10.0000,0.2080,0.6065,0.0166,0.5899,0.3986,586.5841,16.4344,603.0185,1440,80,1440,8.3988,1.026128
E5_none,1,fixed_10bps,5297,10.0000,0.0000,10.0000,0.2089,0.5736,0.0116,0.5620,0.3647,574.7364,11.8768,586.6132,1440,72,1440,8.0568,0.954662
E5_none,1,fixed_10bps,5298,10.0000,0.0000,10.0000,0.2011,0.5845,0.0157,0.5688,0.3834,603.9109,16.7689,620.6798,1440,78,1440,8.3650,0.914268
E5_none,1,fixed_10bps,5299,10.0000,0.0000,10.0000,0.1971,0.6248,0.0182,0.6066,0.4278,619.1602,18.6209,637.7811,1440,89,1440,8.7677,0.962376
E5_none,1,fixed_10bps,5300,10.0000,0.0000,10.0000,0.2163,0.6012,0.0132,0.5879,0.3849,584.7804,13.1396,597.9200,1440,66,1440,8.3271,0.996756
E5_none,1,fixed_10bps,5301,10.0000,0.0000,10.0000,0.2148,0.6095,0.0147,0.5948,0.3947,562.9225,14.0284,576.9510,1440,84,1440,8.2352,1.081858
E5_none,1,fixed_10bps,5302,10.0000,0.0000,10.0000,0.2060,0.5996,0.0174,0.5822,0.3936,570.0909,17.0270,587.1179,1440,74,1440,8.2396,1.045231
E5_none,1,fixed_10bps,5303,10.0000,0.0000,10.0000,0.2092,0.6048,0.0171,0.5877,0.3956,578.4557,16.9070,595.3626,1440,79,1440,8.3340,1.048986
E5_none,1,fixed_10bps,5304,10.0000,0.0000,10.0000,0.2054,0.6171,0.0175,0.5995,0.4117,611.6082,17.9002,629.5084,1440,83,1440,8.6563,0.981540
E5_none,1,fixed_10bps,5305,10.0000,0.0000,10.0000,0.2047,0.5845,0.0153,0.5692,0.3798,589.1839,15.7985,604.9824,1440,87,1440,8.2590,0.958160
E5_none,1,fixed_10bps,5306,10.0000,0.0000,10.0000,0.1991,0.6325,0.0200,0.6126,0.4334,595.6377,19.4108,615.0485,1440,89,1440,8.6624,1.042734
E5_none,1,fixed_10bps,5307,10.0000,0.0000,10.0000,0.2091,0.6143,0.0164,0.5980,0.4052,590.3621,16.1611,606.5232,1440,88,1440,8.4778,1.018900
E5_none,1,fixed_10bps,5308,10.0000,0.0000,10.0000,0.2083,0.5987,0.0148,0.5839,0.3904,586.7188,14.8577,601.5766,1440,88,1440,8.3350,0.964408
E5_none,1,fixed_10bps,5309,10.0000,0.0000,10.0000,0.2097,0.6260,0.0195,0.6064,0.4163,584.2781,18.7957,603.0738,1440,88,1440,8.5331,1.050510
E5_none,1,fixed_10bps,5310,10.0000,0.0000,10.0000,0.1981,0.5828,0.0186,0.5642,0.3846,587.2600,19.4049,606.6649,1440,88,1440,8.2584,0.961896
E5_none,1,fixed_10bps,5311,10.0000,0.0000,10.0000,0.2056,0.5954,0.0163,0.5791,0.3899,582.9172,16.4031,599.3204,1440,82,1440,8.2965,1.004925
E5_none,1,fixed_10bps,5312,10.0000,0.0000,10.0000,0.2051,0.6223,0.0178,0.6044,0.4172,593.0008,17.4691,610.4699,1440,87,1440,8.5597,1.031695
E5_none,1,fixed_10bps,5313,10.0000,0.0000,10.0000,0.2002,0.5900,0.0169,0.5731,0.3898,589.7062,17.3754,607.0816,1440,83,1440,8.3126,0.966579
E5_none,1,fixed_10bps,5314,10.0000,0.0000,10.0000,0.2031,0.6140,0.0187,0.5953,0.4109,595.0504,18.7145,613.7648,1440,94,1440,8.5258,0.992433
E5_none,1,fixed_10bps,5315,10.0000,0.0000,10.0000,0.1973,0.6072,0.0208,0.5863,0.4098,593.7690,21.0597,614.8287,1440,89,1440,8.4859,0.968862
E5_none,1,fixed_10bps,5316,10.0000,0.0000,10.0000,0.2141,0.5847,0.0121,0.5726,0.3706,579.3257,12.2614,591.5871,1440,65,1440,8.1684,0.979307
