latency,arb_prob,policy,seed,avg_fee_bps,fee_std_bps,fee_max_bps,hedged_pnl,fee_revenue,fee_revenue_arb,fee_revenue_fund,lvr,fundamental_volume,arb_volume,volume,fundamental_count,arb_count,arb_opportunities,mean_abs_gap_bps,final_external_price
E5_mid,0.25,inventory_gap,5454,6.0459,0.0348,6.2140,0.3960,0.8172,0.0090,0.8082,0.4212,1334.9821,14.7627,1349.7448,1440,52,354,9.1727,1.006324
E5_mid,0.25,inventory_gap,5455,6.0453,0.0342,6.2000,0.4050,0.8136,0.0080,0.8057,0.4087,1324.7647,13.0281,1337.7928,1440,62,377,9.0639,1.015983
E5_mid,0.25,inventory_gap,5456,6.0451,0.0331,6.1869,0.3974,0.7811,0.0081,0.7731,0.3838,1343.0664,13.8674,1356.9338,1440,56,357,9.0078,0.917549
E5_mid,0.25,inventory_gap,5457,6.0445,0.0332,6.1834,0.4077,0.7873,0.0083,0.7791,0.3797,1338.0183,14.0846,1352.1029,1440,46,357,8.8899,0.968834
E5_mid,0.25,inventory_gap,5458,6.0452,0.0336,6.1890,0.4056,0.8032,0.0093,0.7938,0.3976,1328.5395,15.4383,1343.9777,1440,57,363,9.0377,0.975006
E5_mid,0.25,inventory_gap,5459,6.0452,0.0326,6.1998,0.4276,0.8193,0.0067,0.8126,0.3917,1337.9904,10.8934,1348.8838,1440,48,387,9.0338,1.025732
E5_mid,0.25,inventory_gap,5460,6.0447,0.0339,6.1983,0.4155,0.8120,0.0102,0.8017,0.3965,1319.7107,16.6219,1336.3326,1440,54,343,8.9278,0.988338
E5_mid,0.25,inventory_gap,5461,6.0470,0.0353,6.2689,0.3920,0.8338,0.0069,0.8269,0.4418,1358.4943,11.1939,1369.6883,1440,53,338,9.3885,1.034022
E5_mid,0.25,inventory_gap,5462,6.0456,0.0335,6.1746,0.4068,0.8126,0.0077,0.8049,0.4058,1329.0243,12.5334,1341.5577,1440,54,333,9.1255,0.976111
E5_mid,0.25,inventory_gap,5463,6.0466,0.0341,6.1784,0.4073,0.8375,0.0098,0.8278,0.4303,1322.7139,15.4234,1338.1373,1440,58,356,9.3083,1.061703
E5_mid,0.25,inventory_gap,5464,6.0456,0.0332,6.1793,0.4157,0.8203,0.0085,0.8118,0.4046,1319.5294,13.6086,1333.1379,1440,52,372,9.1098,0.987235
E5_mid,0.25,inventory_gap,5465,6.0447,0.0329,6.1964,0.4284,0.8198,0.0081,0.8116,0.3914,1315.8052,13.0840,1328.8892,1440,48,381,8.9419,1.021074
E5_mid,0.25,inventory_gap,5466,6.0448,0.0346,6.2312,0.4036,0.8086,0.0093,0.7993,0.4051,1313.8934,15.1568,1329.0503,1440,64,361,8.9469,0.982819
E5_mid,0.25,inventory_gap,5467,6.0468,0.0347,6.1917,0.4013,0.8411,0.0091,0.8320,0.4397,1324.2990,14.2981,1338.5970,1440,62,357,9.3492,1.036174
E5_mid,0.25,inventory_gap,5468,6.0446,0.0340,6.2038,0.4038,0.7951,0.0076,0.7875,0.3913,1331.5414,12.7447,1344.2862,1440,49,367,8.9178,0.945339
E5_mid,0.25,inventory_gap,5469,6.0445,0.0340,6.2442,0.4195,0.8187,0.0075,0.8112,0.3992,1309.4624,11.9886,1321.4510,1440,54,374,8.8907,1.024582
E5_mid,0.25,inventory_gap,5470,6.0437,0.0339,6.1938,0.4218,0.8072,0.0072,0.8000,0.3855,1314.8162,11.6998,1326.5160,1440,50,355,8.7457,1.019590
E5_mid,0.25,inventory_gap,5471,6.0467,0.0349,6.1898,0.4105,0.8554,0.0119,0.8436,0.4449,1315.2194,18.3737,1333.5931,1440,63,356,9.3261,1.105100
E5_mid,0.25,inventory_gap,5472,6.0464,0.0347,6.2047,0.3937,0.8227,0.0112,0.8115,0.4290,1328.7656,18.1091,1346.8747,1440,66,353,9.2731,0.987033
E5_mid,0.25,inventory_gap,5473,6.0440,0.0337,6.1969,0.4201,0.8097,0.0079,0.8018,0.3897,1298.9134,12.7201,1311.6335,1440,48,355,8.8016,1.019234
E5_mid,0.25,inventory_gap,5474,6.0454,0.0348,6.1893,0.3983,0.8116,0.0122,0.7994,0.4133,1330.4124,19.9867,1350.3991,1440,58,354,9.0806,1.014226
E5_mid,0.25,inventory_gap,5475,6.0466,0.0350,6.2333,0.3917,0.8290,0.0088,0.8202,0.4373,1327.2390,14.0755,1341.3144,1440,61,361,9.3210,1.013194
E5_mid,0.25,inventory_gap,5476,6.0446,0.0338,6.1922,0.4058,0.7948,0.0072,0.7876,0.3890,1337.9450,12.0520,1349.9969,1440,44,343,8.9079,0.972054
E5_mid,0.25,inventory_gap,5477,6.0443,0.0331,6.1810,0.4095,0.7893,0.0090,0.7803,0.3798,1318.9517,15.0646,1334.0164,1440,56,352,8.8617,0.931807
E5_mid,0.25,inventory_gap,5478,6.0449,0.0329,6.1732,0.4214,0.8146,0.0068,0.8078,0.3932,1312.8200,10.9896,1323.8096,1440,51,337,8.9741,1.012927
E5_mid,0.25,inventory_gap,5479,6.0459,0.0343,6.1963,0.4072,0.8285,0.0077,0.8208,0.4213,1324.9272,12.3335,1337.2607,1440,50,345,9.1825,1.019727
E5_mid,0.25,inventory_gap,5480,6.0438,0.0329,6.1612,0.4161,0.7904,0.0074,0.7830,0.3743,1308.3635,12.2541,1320.6177,1440,47,349,8.7618,0.944663
E5_mid,0.25,inventory_gap,5481,6.0456,0.0336,6.2309,0.4121,0.8190,0.0074,0.8117,0.4069,1331.2568,11.9143,1343.1710,1440,48,380,9.1118,1.049000
E5_mid,0.25,inventory_gap,5482,6.0421,0.0322,6.1777,0.4281,0.7718,0.0077,0.7641,0.3437,1292.0064,12.8644,1304.8707,1440,59,384,8.4106,0.941370
E5_mid,0.25,inventory_gap,5483,6.0452,0.0343,6.2270,0.3935,0.7967,0.0094,0.7872,0.4032,1331.3643,15.8144,1347.1787,1440,60,377,9.0428,0.970930
E5_mid,0.25,inventory_gap,5484,6.0443,0.0321,6.1770,0.4266,0.8012,0.0087,0.7925,0.3746,1315.6370,14.2373,1329.8743,1440,56,357,8.8610,0.961791
E5_mid,0.25,inventory_gap,5485,6.0459,0.0335,6.2123,0.4155,0.8254,0.0104,0.8149,0.4099,1340.8800,17.0257,1357.9056,1440,62,342,9.1783,1.036829
E5_mid,0.25,inventory_gap,5486,6.0462,0.0340,6.1990,0.4120,0.8351,0.0087,0.8264,0.4231,1326.4719,13.7915,1340.2635,1440,55,372,9.2284,1.035857
E5_mid,0.25,inventory_gap,5487,6.0453,0.0348,6.2065,0.4001,0.8123,0.0088,0.8035,0.4121,1334.2900,14.3999,1348.6899,1440,46,345,9.0487,0.998221
E5_mid,0.25,inventory_gap,5488,6.0466,0.0341,6.1791,0.3997,0.8236,0.0107,0.8129,0.4240,1342.4308,17.5220,1359.9528,1440,62,366,9.3144,0.997909
E5_mid,0.25,inventory_gap,5489,6.0434,0.0328,6.1798,0.4210,0.7861,0.0084,0.7778,0.3651,1314.1590,13.8936,1328.0526,1440,51,361,8.6694,0.956460
E5_mid,0.25,inventory_gap,5490,6.0440,0.0335,6.1932,0.4243,0.8107,0.0089,0.8019,0.3865,1307.7111,14.2662,1321.9773,1440,57,375,8.7909,1.028890
E5_mid,0.25,inventory_gap,5491,6.0456,0.0337,6.2121,0.4321,0.8501,0.0086,0.8415,0.4180,1312.0555,13.4139,1325.4693,1440,61,394,9.1131,1.110469
E5_mid,0.25,inventory_gap,5492,6.0466,0.0340,6.1787,0.4082,0.8349,0.0075,0.8274,0.4267,1341.3595,11.9950,1353.3545,1440,52,335,9.3154,1.031974
E5_mid,0.25,inventory_gap,5493,6.0451,0.0341,6.1996,0.3998,0.8009,0.0091,0.7917,0.4011,1331.7486,15.1531,1346.9016,1440,52,372,9.0207,0.982454
E5_mid,0.25,inventory_gap,5494,6.0452,0.0335,6.2249,0.4137,0.8125,0.0074,0.8051,0.3988,1337.8952,12.2476,1350.1428,1440,53,330,9.0451,1.006858
E5_mid,0.25,inventory_gap,5495,6.0450,0.0332,6.1997,0.4187,0.8123,0.0067,0.8056,0.3936,1330.7516,10.9997,1341.7513,1440,60,387,8.9988,0.988545
E5_mid,0.25,inventory_gap,5496,6.0455,0.0351,6.2318,0.4059,0.8364,0.0097,0.8267,0.4305,1292.5537,15.0766,1307.6304,1440,58,350,9.0895,1.030905
E5_mid,0.25,inventory_gap,5497,6.0462,0.0347,6.2164,0.3891,0.8113,0.0073,0.8039,0.4222,1343.0468,12.0186,1355.0654,1440,55,368,9.2387,0.955885
E5_mid,0.25,inventory_gap,5498,6.0446,0.0346,6.2272,0.4120,0.8163,0.0092,0.8071,0.4043,1318.3388,14.8376,1333.1764,1440,61,369,8.9067,1.028356
E5_mid,0.25,inventory_gap,5499,6.0449,0.0332,6.2415,0.4150,0.8061,0.0076,0.7985,0.3911,1325.9354,12.5335,1338.4689,1440,46,372,8.9741,0.981058
E5_high,0.125,fixed_6bps,5000,6.0000,0.0000,6.0000,0.3952,0.8088,0.0059,0.8029,0.4136,1325.4114,9.7922,1335.2036,1440,34,183,9.0171,0.983827
E5_high,0.125,fixed_6bps,5001,6.0000,0.0000,6.0000,0.4287,0.8158,0.0055,0.8104,0.3871,1307.6914,8.8697,1316.5611,1440,30,190,8.7960,1.051250
E5_high,0.125,fixed_6bps,5002,6.0000,0.0000,6.0000,0.3936,0.7863,0.0046,0.7817,0.3927,1344.0041,7.8515,1351.8556,1440,32,175,8.8555,0.961971
E5_high,0.125,fixed_6bps,5003,6.0000,0.0000,6.0000,0.3889,0.8039,0.0034,0.8005,0.4150,1354.4818,5.7702,1360.2520,1440,23,168,9.1031,0.986914
E5_high,0.125,fixed_6bps,5004,6.0000,0.0000,6.0000,0.4042,0.8050,0.0049,0.8001,0.4008,1350.7932,8.2581,1359.0513,1440,31,197,9.0525,0.997765
E5_high,0.125,fixed_6bps,5005,6.0000,0.0000,6.0000,0.3985,0.8035,0.0028,0.8007,0.4050,1356.3711,4.7168,1361.0879,1440,22,171,9.0317,0.964613
E5_high,0.125,fixed_6bps,5006,6.0000,0.0000,6.0000,0.4166,0.7986,0.0039,0.7947,0.3820,1330.6087,6.5967,1337.2054,1440,29,185,8.7087,1.017455
E5_high,0.125,fixed_6bps,5007,6.0000,0.0000,6.0000,0.4033,0.8005,0.0051,0.7953,0.3971,1342.9640,8.6433,1351.6072,1440,29,167,9.0053,0.943726
E5_high,0.125,fixed_6bps,5008,6.0000,0.0000,6.0000,0.4220,0.8140,0.0040,0.8100,0.3920,1340.9261,6.6034,1347.5295,1440,30,172,8.9994,1.016892
E5_high,0.125,fixed_6bps,5009,6.0000,0.0000,6.0000,0.4209,0.8040,0.0048,0.7992,0.3831,1313.4967,7.9665,1321.4633,1440,28,197,8.7529,0.991477
E5_high,0.125,fixed_6bps,5010,6.0000,0.0000,6.0000,0.4154,0.7990,0.0029,0.7961,0.3836,1347.4335,4.9868,1352.4203,1440,22,179,8.9201,0.992961
E5_high,0.125,fixed_6bps,5011,6.0000,0.0000,6.0000,0.4080,0.8100,0.0060,0.8040,0.4020,1329.3614,9.9353,1339.2966,1440,32,192,8.9479,1.019242
E5_high,0.125,fixed_6bps,5012,6.0000,0.0000,6.0000,0.4052,0.8171,0.0031,0.8141,0.4119,1348.6055,5.1043,1353.7098,1440,17,170,9.2292,1.000221
E5_high,0.125,fixed_6bps,5013,6.0000,0.0000,6.0000,0.4287,0.7978,0.0026,0.7951,0.3691,1325.7914,4.3926,1330.1841,1440,19,169,8.6766,0.989538
E5_high,0.125,fixed_6bps,5014,6.0000,0.0000,6.0000,0.4163,0.7941,0.0043,0.7898,0.3778,1341.1527,7.2861,1348.4388,1440,30,198,8.8423,0.988141
E5_high,0.125,fixed_6bps,5015,6.0000,0.0000,6.0000,0.4327,0.7871,0.0026,0.7845,0.3543,1343.9956,4.4710,1348.4666,1440,24,147,8.7350,0.960374
E5_high,0.125,fixed_6bps,5016,6.0000,0.0000,6.0000,0.3978,0.8036,0.0033,0.8003,0.4058,1345.6916,5.5849,1351.2765,1440,20,163,9.0503,0.978609
E5_high,0.125,fixed_6bps,5017,6.0000,0.0000,6.0000,0.4056,0.8148,0.0035,0.8113,0.4092,1348.3389,5.7999,1354.1388,1440,27,173,9.1611,1.004941
E5_high,0.125,fixed_6bps,5018,6.0000,0.0000,6.0000,0.4125,0.8173,0.0034,0.8139,0.4048,1337.9236,5.5849,1343.5086,1440,29,177,9.1411,0.983510
E5_high,0.125,fixed_6bps,5019,6.0000,0.0000,6.0000,0.4017,0.7745,0.0041,0.7704,0.3728,1355.6608,7.1868,1362.8475,1440,31,188,8.8194,0.912764
E5_high,0.125,fixed_6bps,5020,6.0000,0.0000,6.0000,0.3993,0.8107,0.0063,0.8044,0.4113,1332.4464,10.4310,1342.8775,1440,33,185,9.0341,1.005615
E5_high,0.125,fixed_6bps,5021,6.0000,0.0000,6.0000,0.4138,0.8252,0.0039,0.8213,0.4114,1319.4490,6.3037,1325.7527,1440,31,182,9.0784,1.022265
E5_high,0.125,fixed_6bps,5022,6.0000,0.0000,6.0000,0.4163,0.8050,0.0058,0.7991,0.3886,1336.8452,9.7617,1346.6069,1440,33,180,8.8913,1.000798
E5_high,0.125,fixed_6bps,5023,6.0000,0.0000,6.0000,0.3863,0.8069,0.0056,0.8013,0.4207,1359.4564,9.5568,1369.0132,1440,31,180,9.1977,0.966167
E5_high,0.125,fixed_6bps,5024,6.0000,0.0000,6.0000,0.4039,0.8038,0.0049,0.7989,0.3999,1326.6554,8.1484,1334.8039,1440,33,212,9.0237,0.983201
E5_high,0.125,fixed_6bps,5025,6.0000,0.0000,6.0000,0.4060,0.8184,0.0042,0.8142,0.4124,1360.3147,7.1150,1367.4297,1440,24,174,9.2371,1.038090
E5_high,0.125,fixed_6bps,5026,6.0000,0.0000,6.0000,0.4130,0.8204,0.0041,0.8162,0.4073,1338.8410,6.8018,1345.6428,1440,28,168,9.0831,1.052082
E5_high,0.125,fixed_6bps,5027,6.0000,0.0000,6.0000,0.4073,0.7973,0.0035,0.7938,0.3900,1324.3483,5.7943,1330.1426,1440,24,185,8.7998,0.986495
E5_high,0.125,fixed_6bps,5028,6.0000,0.0000,6.0000,0.4115,0.8172,0.0044,0.8128,0.4057,1323.7763,7.1707,1330.9470,1440,29,173,8.9664,1.010863
E5_high,0.125,fixed_6bps,5029,6.0000,0.0000,6.0000,0.4119,0.8111,0.0026,0.8085,0.3992,1338.7276,4.3452,1343.0729,1440,19,171,8.9488,1.005035
E5_high,0.125,fixed_6bps,5030,6.0000,0.0000,6.0000,0.4208,0.7981,0.0027,0.7953,0.3772,1329.1705,4.5337,1333.7042,1440,21,187,8.8175,1.014298
E5_high,0.125,fixed_6bps,5031,6.0000,0.0000,6.0000,0.4222,0.7831,0.0040,0.7791,0.3609,1336.3680,6.9212,1343.2892,1440,32,181,8.6365,0.961516
E5_high,0.125,fixed_6bps,5032,6.0000,0.0000,6.0000,0.4288,0.8040,0.0026,0.8014,0.3751,1310.3079,4.1819,1314.4898,1440,19,158,8.6485,1.008663
E5_high,0.125,fixed_6bps,5033,6.0000,0.0000,6.0000,0.3989,0.8249,0.0049,0.8200,0.4260,1341.5625,8.1383,1349.7008,1440,27,170,9.1165,1.043020
E5_high,0.125,fixed_6bps,5034,6.0000,0.0000,6.0000,0.4185,0.7937,0.0034,0.7903,0.3752,1320.4140,5.6444,1326.0583,1440,19,178,8.7213,0.962295
E5_high,0.125,fixed_6bps,5035,6.0000,0.0000,6.0000,0.4076,0.7841,0.0039,0.7803,0.3766,1331.1956,6.5707,1337.7664,1440,30,167,8.7541,0.965997
E5_high,0.125,fixed_6bps,5036,6.0000,0.0000,6.0000,0.4239,0.7933,0.0039,0.7894,0.3694,1329.2459,6.4807,1335.7266,1440,28,171,8.7917,0.983210
E5_high,0.125,fixed_6bps,5037,6.0000,0.0000,6.0000,0.4165,0.8426,0.0041,0.8384,0.4261,1349.5708,6.6455,1356.2163,1440,30,204,9.2882,1.071306
E5_high,0.125,fixed_6bps,5038,6.0000,0.0000,6.0000,0.4107,0.7915,0.0049,0.7866,0.3808,1342.6364,8.4191,1351.0555,1440,36,163,8.9475,0.935881
E5_high,0.125,fixed_6bps,5039,6.0000,0.0000,6.0000,0.4051,0.8029,0.0038,0.7991,0.3978,1327.9905,6.3611,1334.3517,1440,22,199,8.9876,0.950956
E5_high,0.125,fixed_6bps,5040,6.0000,0.0000,6.0000,0.4095,0.7964,0.0032,0.7932,0.3868,1347.7780,5.4143,1353.1923,1440,31,188,8.9290,0.973697
E5_high,0.125,fixed_6bps,5041,6.0000,0.0000,6.0000,0.4072,0.8204,0.0041,0.8163,0.4132,1341.5628,6.7198,1348.2826,1440,30,189,8.9959,1.031357
E5_high,0.125,fixed_6bps,5042,6.0000,0.0000,6.0000,0.4093,0.8116,0.0026,0.8091,0.4023,1342.8396,4.2612,1347.1008,1440,20,170,9.0470,0.996894
E5_high,0.125,fixed_6bps,5043,6.0000,0.0000,6.0000,0.3841,0.8114,0.0050,0.8064,0.4273,1350.9503,8.3715,1359.3218,1440,30,188,9.2075,0.997925
E5_high,0.125,fixed_6bps,5044,6.0000,0.0000,6.0000,0.3890,0.8104,0.0044,0.8060,0.4215,1360.8490,7.4050,1368.2540,1440,39,178,9.3086,0.960752
E5_high,0.125,fixed_6bps,5045,6.0000,0.0000,6.0000,0.4164,0.8509,0.0042,0.8467,0.4345,1320.5392,6.5206,1327.0598,1440,27,176,9.1551,1.122012
E5_high,0.125,fixed_6bps,5046,6.0000,0.0000,6.0000,0.3953,0.8134,0.0039,0.8096,0.4181,1357.3261,6.4930,1363.8191,1440,25,161,9.1910,0.994728
E5_high,0.125,fixed_6bps,5047,6.0000,0.0000,6.0000,0.4133,0.8055,0.0031,0.8024,0.3922,1334.8814,5.1638,1340.0452,1440,28,168,8.9101,0.993413
E5_high,0.125,fixed_6bps,5048,6.0000,0.0000,6.0000,0.4119,0.7885,0.0033,0.7852,0.3765,1329.4165,5.5214,1334.9379,1440,25,181,8.8659,0.944106
E5_high,0.125,fixed_6bps,5049,6.0000,0.0000,6.0000,0.3946,0.8063,0.0033,0.8031,0.4117,1346.1801,5.4689,1351.6490,1440,26,185,9.0177,0.988278
E5_high,0.125,fixed_6bps,5050,6.0000,0.0000,6.0000,0.4085,0.7953,0.0036,0.7917,0.3868,1326.6909,6.1023,1332.7932,1440,26,193,8.8074,0.963346
E5_high,0.125,fixed_6bps,5051,6.0000,0.0000,6.0000,0.4220,0.7771,0.0022,0.7749,0.3550,1323.4972,3.7794,1327.2765,1440,13,161,8.5035,0.948170
E5_high,0.125,fixed_6bps,5052,6.0000,0.0000,6.0000,0.3955,0.7984,0.0057,0.7927,0.4029,1344.5262,9.6250,1354.1512,1440,31,178,9.0484,0.974313
E5_high,0.125,fixed_6bps,5053,6.0000,0.0000,6.0000,0.4126,0.8120,0.0035,0.8086,0.3994,1340.6497,5.7116,1346.3613,1440,29,187,9.1118,1.008077
E5_high,0.125,fixed_6bps,5054,6.0000,0.0000,6.0000,0.3880,0.7977,0.0044,0.7933,0.4097,1350.8689,7.5674,1358.4363,1440,28,196,9.1939,0.938648
E5_high,0.125,fixed_6bps,5055,6.0000,0.0000,6.0000,0.4124,0.7791,0.0037,0.7754,0.3667,1328.8704,6.3836,1335.2541,1440,19,189,8.7182,0.932158
E5_high,0.125,fixed_6bps,5056,6.0000,0.0000,6.0000,0.4231,0.8038,0.0026,0.8012,0.3807,1349.7651,4.3302,1354.0953,1440,24,186,8.9646,0.985930
E5_high,0.125,fixed_6bps,5057,6.0000,0.0000,6.0000,0.3884,0.7887,0.0029,0.7858,0.4003,1360.1526,5.0165,1365.1690,1440,28,180,9.1137,0.931559
E5_high,0.125,fixed_6bps,5058,6.0000,0.0000,6.0000,0.4079,0.7673,0.0034,0.7639,0.3594,1344.2848,6.1940,1350.4787,1440,21,197,8.6475,0.921305
E5_high,0.125,fixed_6bps,5059,6.0000,0.0000,6.0000,0.3924,0.8168,0.0053,0.8115,0.4244,1353.5022,8.8735,1362.3757,1440,29,176,9.1852,1.022308
E5_high,0.125,fixed_6bps,5060,6.0000,0.0000,6.0000,0.4038,0.7736,0.0048,0.7688,0.3698,1346.9060,8.4762,1355.3822,1440,26,159,8.7347,0.942252
E5_high,0.125,fixed_6bps,5061,6.0000,0.0000,6.0000,0.4165,0.7807,0.0038,0.7769,0.3642,1334.3473,6.5002,1340.8475,1440,28,187,8.6983,0.941172
E5_high,0.125,fixed_6bps,5062,6.0000,0.0000,6.0000,0.4056,0.8204,0.0049,0.8154,0.4148,1337.2580,8.0709,1345.3288,1440,33,193,9.0714,1.021784
E5_high,0.125,fixed_6bps,5063,6.0000,0.0000,6.0000,0.4141,0.8058,0.0041,0.8017,0.3918,1335.1078,6.8827,1341.9904,1440,20,167,8.9030,1.002799
E5_high,0.125,fixed_6bps,5064,6.0000,0.0000,6.0000,0.4043,0.8185,0.0048,0.8137,0.4142,1355.6373,8.0051,1363.6425,1440,33,193,9.2351,1.003824
E5_high,0.125,fixed_6bps,5065,6.0000,0.0000,6.0000,0.4118,0.8087,0.0054,0.8033,0.3969,1335.4095,8.9779,1344.3874,1440,33,202,8.9684,1.000316
E5_high,0.125,fixed_6bps,5066,6.0000,0.0000,6.0000,0.4101,0.8250,0.0043,0.8208,0.4149,1343.6052,7.0210,1350.6262,1440,32,204,9.1254,1.044096
E5_high,0.125,fixed_6bps,5067,6.0000,0.0000,6.0000,0.4118,0.8284,0.0042,0.8241,0.4165,1336.2565,6.8935,1343.1501,1440,27,176,9.1570,1.045191
E5_high,0.125,fixed_6bps,5068,6.0000,0.0000,6.0000,0.4243,0.7874,0.0042,0.7832,0.3631,1327.4627,7.2053,1334.6681,1440,24,161,8.6233,0.973935
E5_high,0.125,fixed_6bps,5069,6.0000,0.0000,6.0000,0.3870,0.8062,0.0055,0.8008,0.4192,1337.8382,9.1011,1346.9392,1440,26,176,8.9054,0.976918
E5_high,0.125,fixed_6bps,5070,6.0000,0.0000,6.0000,0.4122,0.8136,0.0040,0.8097,0.4014,1350.7511,6.6320,1357.3831,1440,20,159,9.0377,1.016435
E5_high,0.125,fixed_6bps,5071,6.0000,0.0000,6.0000,0.3964,0.8595,0.0052,0.8542,0.4631,1337.3554,8.2229,1345.5783,1440,34,175,9.4997,1.118694
E5_high,0.125,fixed_6bps,5072,6.0000,0.0000,6.0000,0.4055,0.8210,0.0033,0.8177,0.4155,1339.9310,5.4371,1345.3681,1440,27,188,9.1820,1.010340
E5_high,0.125,fixed_6bps,5073,6.0000,0.0000,6.0000,0.3983,0.8185,0.0039,0.8146,0.4201,1344.6512,6.3748,1351.0260,1440,21,177,9.1587,1.013725
E5_high,0.125,fixed_6bps,5074,6.0000,0.0000,6.0000,0.3837,0.8010,0.0030,0.7980,0.4173,1348.0784,5.1151,1353.1934,1440,28,173,9.1179,0.963846
E5_high,0.125,fixed_6bps,5075,6.0000,0.0000,6.0000,0.4346,0.8343,0.0048,0.8295,0.3996,1315.6563,7.6528,1323.3091,1440,31,199,8.9307,1.072797
E5_high,0.125,fixed_6bps,5076,6.0000,0.0000,6.0000,0.3917,0.8159,0.0036,0.8123,0.4241,1357.6344,5.9479,1363.5823,1440,29,195,9.2957,1.002513
E5_high,0.125,fixed_6bps,5077,6.0000,0.0000,6.0000,0.4142,0.7924,0.0043,0.7881,0.3782,1345.0317,7.3582,1352.3899,1440,26,169,8.8533,0.969505
E5_high,0.125,fixed_6bps,5078,6.0000,0.0000,6.0000,0.4004,0.8289,0.0057,0.8232,0.4286,1363.5094,9.4075,1372.9169,1440,38,189,9.3571,1.048520
E5_high,0.125,fixed_6bps,5079,6.0000,0.0000,6.0000,0.4110,0.7961,0.0058,0.7903,0.3851,1324.8448,9.8345,1334.6793,1440,32,166,8.8343,0.984680
E5_high,0.125,fixed_6bps,5080,6.0000,0.0000,6.0000,0.4153,0.7893,0.0033,0.7859,0.3740,1324.2763,5.6337,1329.9100,1440,27,173,8.6238,0.977794
E5_high,0.125,fixed_6bps,5081,6.0000,0.0000,6.0000,0.3889,0.8003,0.0036,0.7966,0.4113,1358.1903,6.1605,1364.3508,1440,25,170,9.1812,0.973109
E5_high,0.125,fixed_6bps,5082,6.0000,0.0000,6.0000,0.3993,0.7984,0.0036,0.7948,0.3991,1353.0642,6.1676,1359.2318,1440,32,184,9.1041,0.965192
E5_high,0.125,fixed_6bps,5083,6.0000,0.0000,6.0000,0.3948,0.8250,0.0045,0.8204,0.4301,1351.7530,7.4892,1359.2422,1440,24,151,9.3168,1.007892
E5_high,0.125,fixed_6bps,5084,6.0000,0.0000,6.0000,0.4155,0.7919,0.0052,0.7866,0.3763,1315.7772,8.7769,1324.5541,1440,32,189,8.7008,0.963193
E5_high,0.125,fixed_6bps,5085,6.0000,0.0000,6.0000,0.4052,0.8086,0.0038,0.8048,0.4034,1349.5053,6.3288,1355.8341,1440,24,173,9.0470,0.995481
E5_high,0.125,fixed_6bps,5086,6.0000,0.0000,6.0000,0.4204,0.7958,0.0021,0.7937,0.3754,1360.7768,3.6610,1364.4378,1440,17,155,8.8734,0.998493
E5_high,0.125,fixed_6bps,5087,6.0000,0.0000,6.0000,0.4203,0.7874,0.0040,0.7834,0.3672,1346.2368,6.9045,1353.1413,1440,24,185,8.8127,0.965961
E5_high,0.125,fixed_6bps,5088,6.0000,0.0000,6.0000,0.4235,0.8395,0.0039,0.8356,0.4160,1319.4133,6.1773,1325.5906,1440,23,184,8.9783,1.079549
E5_high,0.125,fixed_6bps,5089,6.0000,0.0000,6.0000,0.4148,0.8047,0.0027,0.8020,0.3899,1349.0759,4.5262,1353.6022,1440,20,169,8.9874,0.998549
E5_high,0.125,fixed_6bps,5090,6.0000,0.0000,6.0000,0.4186,0.8400,0.0032,0.8369,0.4214,1344.1230,5.1603,1349.2833,1440,21,184,9.1851,1.094230
E5_high,0.125,fixed_6bps,5091,6.0000,0.0000,6.0000,0.4121,0.8161,0.0028,0.8133,0.4039,1342.1869,4.5543,1346.7412,1440,20,173,9.1057,1.010097
E5_high,0.125,fixed_6bps,5092,6.0000,0.0000,6.0000,0.4045,0.8045,0.0053,0.7991,0.4000,1332.0405,8.8679,1340.9085,1440,34,179,8.9216,0.974891
E5_high,0.125,fixed_6bps,5093,6.0000,0.0000,6.0000,0.3990,0.8127,0.0034,0.8092,0.4137,1338.9395,5.6569,1344.5964,1440,24,183,9.1133,0.994710
E5_high,0.125,fixed_6bps,5094,6.0000,0.0000,6.0000,0.4086,0.8177,0.0043,0.8134,0.4091,1346.7809,7.2011,1353.9820,1440,32,174,9.1700,1.036146
E5_high,0.125,fixed_6bps,5095,6.0000,0.0000,6.0000,0.4180,0.8263,0.0027,0.8236,0.4083,1321.2680,4.3375,1325.6055,1440,17,158,8.9492,1.064929
E5_high,0.125,fixed_6bps,5096,6.0000,0.0000,6.0000,0.4159,0.7993,0.0056,0.7937,0.3834,1327.4264,9.2949,1336.7213,1440,36,212,8.8235,0.968893
E5_high,0.125,fixed_6bps,5097,6.0000,0.0000,6.0000,0.4107,0.8107,0.0032,0.8074,0.3999,1338.8277,5.3222,1344.1500,1440,21,166,9.0384,1.012744
E5_high,0.125,fixed_6bps,5098,6.0000,0.0000,6.0000,0.4049,0.8164,0.0038,0.8126,0.4114,1333.0864,6.2415,1339.3279,1440,28,200,9.0057,1.014440
E5_high,0.125,fixed_6bps,5099,6.0000,0.0000,6.0000,0.3811,0.8024,0.0045,0.7980,0.4214,1364.6342,7.6439,1372.2780,1440,29,185,9.2977,0.956223
E5_high,0.125,fixed_6bps,5100,6.0000,0.0000,6.0000,0.4247,0.8124,0.0030,0.8094,0.3877,1323.7212,4.8739,1328.5951,1440,24,168,8.8916,0.984744
